Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",8,3,3,11,,,,3.0,1.0,2.0,2.0,,,,,3.0,8.0,,,6.0,,,
12,"Blakey, John",6,2,3,9,,,,,2.0,,2.0,1.0,,,,3.0,6.0,1.0,,1.0,3.0,,
22,"Burton, Matthew",6,3,3,9,2,,20.0,1.0,,3.0,1.0,1.0,,1.0,2.0,3.0,6.0,,2.0,4.0,1.0,,
23,"Clayton, Shane",11,4,5,16,,1.0,,,1.0,5.0,1.0,2.0,1.0,,,6.0,9.0,,,1.0,1.0,,
2,"Colbert, Leigh",2,2,2,4,,1.0,,2.0,,,,1.0,,,,3.0,1.0,1.0,1.0,2.0,,,
6,"Grant, Shannon",10,4,9,19,,1.0,,4.0,2.0,7.0,3.0,2.0,,1.0,,9.0,11.0,,,1.0,1.0,,
39,"Harding, Leigh",4,1,1,5,,1.0,,3.0,,1.0,,,,,,2.0,3.0,,,,,,
14,"Harris, Daniel",2,,3,5,,,,,1.0,1.0,,1.0,,,,4.0,1.0,,,,,,
29,"Harvey, Brent",21,3,10,31,3,2.0,,2.0,3.0,5.0,3.0,4.0,,,3.0,10.0,18.0,,1.0,2.0,4.0,,
34,"King, David",13,1,4,17,,,,3.0,7.0,,2.0,2.0,,,,6.0,5.0,1.0,,2.0,4.0,,
35,"Makepeace, Troy",12,2,4,16,,,,1.0,8.0,,,3.0,1.0,,,10.0,5.0,2.0,,7.0,1.0,,
30,"Martyn, Mick",8,3,2,10,,,,2.0,4.0,,3.0,,,,,5.0,4.0,,,6.0,,,
5,"McCartney, Jason",7,3,4,11,1,1.0,,1.0,,3.0,,1.0,,1.0,,4.0,6.0,,1.0,2.0,,,
32,"Morrell, Digby",9,5,2,11,1,1.0,1.0,2.0,,3.0,,1.0,1.0,,,6.0,5.0,2.0,1.0,5.0,,,
28,"Pickett, Byron",6,1,3,9,4,,,5.0,,1.0,1.0,,,,,3.0,6.0,,,6.0,2.0,,
17,"Porter, Mark",3,2,1,4,,1.0,14.0,3.0,,1.0,,2.0,,1.0,,3.0,1.0,2.0,1.0,1.0,,,
1,"Robbins, Ben",4,1,9,13,,,,3.0,1.0,2.0,5.0,2.0,1.0,2.0,,8.0,5.0,,,2.0,1.0,,
26,"Rocca, Saverio",8,6,1,9,,1.0,6.0,1.0,,5.0,,,,,,3.0,6.0,2.0,1.0,2.0,,,
7,"Simpson, Adam",10,,5,15,,,,2.0,2.0,2.0,4.0,2.0,2.0,,,8.0,7.0,,,2.0,,,
9,"Sinclair, Jess",7,7,5,12,,,,3.0,1.0,2.0,,1.0,,,,3.0,8.0,,,2.0,3.0,,
10,"Stevens, Anthony",16,8,6,22,2,,,2.0,3.0,4.0,1.0,1.0,,1.0,,10.0,13.0,2.0,,4.0,5.0,,
40,"Teague, David",10,6,2,12,1,,,5.0,6.0,2.0,3.0,1.0,1.0,1.0,,4.0,8.0,,1.0,6.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,183,67,87,270,14,11.0,41.0,48.0,42.0,49.0,31.0,28.0,7.0,8.0,5.0,116.0,142.0,13.0,9.0,64.0,26.0,,
Opposition,Opposition,209,95,138,347,11,18.0,10.0,46.0,29.0,59.0,39.0,30.0,8.0,7.0,1.0,130.0,222.0,14.0,18.0,49.0,10.0,,
