Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",7,2.0,10,17,,,,2.0,,,,,,,,,,,,,,,
32,"Baldwin, Jason",9,2.0,6,15,,,,5.0,,,,,2.0,,,,,,,,,,
18,"Blakey, John",7,2.0,7,14,1.0,,,1.0,,,,,1.0,,,,,,,,,,
17,"Broderick, Paul",17,2.0,9,26,1.0,3.0,,2.0,,,,,4.0,,,,,,,,,,
50,"Caven, Peter",3,1.0,4,7,,,,,,,,,1.0,,,,,,,,,,
16,"Cormack, Joe",5,2.0,10,15,,,,,,,,,1.0,,,,,,,,,,
15,"Donato, David",14,3.0,2,16,1.0,,,,,,,,,2.0,,,,,,,,,
2,"Dundas, Matthew",6,4.0,7,13,,1.0,,3.0,,,,,,2.0,,,,,,,,,
49,"Harding, Dean",6,1.0,4,10,,,,1.0,,,,,1.0,1.0,,,,,,,,,
21,"Kappler, Darren",21,5.0,6,27,1.0,1.0,,3.0,,,,,2.0,2.0,,,,,,,,,
11,"Lynch, Alastair",7,4.0,6,13,1.0,,2.0,3.0,,,,,,1.0,,,,,,,,,
29,"Lyon, Ross",8,3.0,9,17,1.0,,,3.0,,,,,4.0,1.0,,,,,,,,,
5,"McCormack, Brendan",3,,3,6,,1.0,,3.0,,,,,,1.0,,,,,,,,,
25,"OConnell, David",3,2.0,4,7,,,8.0,1.0,,,,,1.0,,,,,,,,,,
44,"Osborne, Richard",19,3.0,5,24,,2.0,,,,,,,2.0,2.0,,,,,,,,,
28,"Paxman, Stephen",5,2.0,8,13,,,2.0,,,,,,4.0,2.0,,,,,,,,,
1,"Roos, Paul",4,1.0,2,6,,,,,,,,,1.0,,,,,,,,,,
33,"Stephens, Brett",12,1.0,13,25,1.0,,,2.0,,,,,2.0,3.0,,,,,,,,,
31,"Strooper, David",4,2.0,4,8,,1.0,,,,,,,,,,,,,,,,,
8,"Wynd, Jim",18,1.0,8,26,,,,1.0,,,,,2.0,4.0,,,,,,,,,
Totals,Totals,178,43.0,127,305,7.0,9.0,12.0,30.0,,,,,28.0,21.0,,,,,,,,,
Opposition,Opposition,211,71.0,170,381,16.0,12.0,20.0,16.0,,,,,21.0,28.0,6.0,,,,,,,,
