Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Aliir, Aliir",24y 318d,45 (23-0-22 51.11%),2 (0.04),←,
22,"Blakey, Nick",19y 143d,16 (6-0-10 37.50%),15 (0.94),←,
4,"Clarke, Ryan",22y 33d,50 (20-0-30 40.00%),8 (0.16),10 (3-0-7 30.00%),
13,"Florent, Oliver",20y 363d,49 (24-0-25 48.98%),19 (0.39),←,
42,"Fox, Robbie",26y 95d,19 (6-0-13 31.58%),8 (0.42),←,
9,"Hayward, Will",20y 267d,53 (29-0-24 54.72%),62 (1.17),←,
5,"Heeney, Isaac",23y 76d,97 (62-0-35 63.92%),96 (0.99),←,
29,"Hewett, George",23y 203d,88 (54-0-34 61.36%),31 (0.35),←,
10,"Jones, Zak",24y 127d,87 (49-0-38 56.32%),23 (0.26),←,
12,"Kennedy, Josh",31y 30d,241 (150-2-89 62.66%),145 (0.60),228 (145-2-81 64.04%),141 (0.62)
44,"Lloyd, Jake",25y 303d,132 (86-0-46 65.15%),29 (0.22),←,
30,"McCartin, Tom",19y 202d,29 (14-0-15 48.28%),14 (0.48),←,
41,"McLean, Hayden",20y 181d,1 (0-0-1 0.00%),,←,
43,"Melican, Lewis",22y 258d,34 (20-0-14 58.82%),1 (0.03),←,
14,"Mills, Callum",22y 109d,72 (42-0-30 58.33%),3 (0.04),←,
38,"ORiordan, Colin",23y 281d,14 (6-0-8 42.86%),1 (0.07),←,
11,"Papley, Tom",23y 7d,77 (48-0-29 62.34%),111 (1.44),←,
26,"Parker, Luke",26y 268d,190 (122-1-67 64.47%),152 (0.80),←,
24,"Rampe, Dane",29y 48d,155 (101-1-53 65.48%),6 (0.04),←,
20,"Reid, Sam",27y 205d,138 (90-2-46 65.94%),151 (1.09),←,
8,"Rowbottom, James",18y 304d,7 (2-0-5 28.57%),1 (0.14),←,
33,"Stoddart, Ryley",19y 278d,3 (2-0-1 66.67%),1 (0.33),←,
Totals,Totals,23y 170d,1597 (956-6-635 59.86%),879 (0.55),,
C,"Longmire, John",48y 201d,213 (137-2-74 64.79%),,←,
