Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
6,"Bate, Matthew",22y 90d,68 (21-0-47 30.88%),67 (0.99),←,
25,"Cheney, Kyle",19y 362d,11 (1-0-10 9.09%),,←,
36,"Davey, Aaron",26y 73d,118 (48-1-69 41.10%),139 (1.18),←,
8,"Frawley, James",20y 336d,39 (10-0-29 25.64%),1 (0.03),←,
40,"Jamar, Mark",26y 13d,72 (28-1-43 39.58%),27 (0.38),←,
39,"Jetta, Neville",19y 191d,14 (4-0-10 28.57%),7 (0.50),←,
11,"Johnson, Paul",25y 57d,61 (13-0-48 21.31%),17 (0.28),60 (12-0-48 20.00%),17 (0.28)
48,"Jurrah, Liam",20y 334d,8 (3-0-5 37.50%),16 (2.00),←,
34,"Martin, Stefan",22y 278d,27 (6-0-21 22.22%),6 (0.22),←,
23,"McDonald, James",32y 321d,234 (97-1-136 41.67%),51 (0.22),←,
49,"McKenzie, Jordie",19y 62d,2 (0-0-2 0.00%),,←,
5,"McLean, Brock",23y 164d,93 (37-1-55 40.32%),39 (0.42),←,
30,"McNamara, Tom",19y 115d,3 (1-0-2 33.33%),1 (0.33),←,
22,"Moloney, Brent",25y 206d,89 (33-1-55 37.64%),22 (0.25),66 (21-0-45 31.82%),16 (0.24)
10,"Morton, Cale",19y 216d,39 (6-0-33 15.38%),21 (0.54),←,
15,"Petterd, Ricky",21y 29d,29 (7-0-22 24.14%),25 (0.86),←,
27,"Rivers, Jared",24y 308d,89 (38-1-50 43.26%),4 (0.04),←,
24,"Robertson, Russell",30y 271d,227 (105-1-121 46.48%),427 (1.88),←,
42,"Spencer, Jake",19y 317d,5 (0-0-5 0.00%),,←,
12,"Sylvia, Colin",23y 287d,86 (28-1-57 33.14%),63 (0.73),←,
44,"Valenti, Shane",22y 205d,15 (3-0-12 20.00%),5 (0.33),←,
45,"Whelan, Matthew",29y 282d,149 (65-1-83 43.96%),15 (0.10),←,
Totals,Totals,23y 172d,1478 (554-9-915 37.48%),953 (0.64),,
C,"Bailey, Dean",42y 216d,43 (7-0-36 16.28%),,←,
