Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Ash, Lachie",10,4.0,5,15,,,,6.0,,2.0,1.0,1.0,,,,4.0,11,,1.0,1.0,,,77.0
5,"Bruhn, Tanner",4,1.0,13,17,,,,6.0,,2.0,7.0,1.0,3.0,,,12.0,6,1.0,,1.0,,,67.0
3,"Coniglio, Stephen",16,3.0,16,32,,3.0,,5.0,,8.0,10.0,2.0,2.0,,,13.0,20,,,,4.0,2.0,92.0
13,"Cumming, Isaac",13,4.0,6,19,,,,3.0,7.0,1.0,1.0,1.0,2.0,,,4.0,10,,,3.0,2.0,,82.0
24,"de Boer, Matt",10,6.0,6,16,1.0,,,3.0,2.0,5.0,,3.0,,2.0,,3.0,11,1.0,,1.0,,,78.0
12,"Green, Tom",16,3.0,13,29,2.0,2.0,,4.0,2.0,7.0,7.0,4.0,4.0,1.0,3.0,16.0,14,,1.0,,,1.0,80.0
19 ↓,"Haynes, Nick",5,2.0,4,9,,,,1.0,1.0,,,,1.0,,,4.0,5,,,2.0,,,56.0
37,"Hill, Bobby",7,4.0,7,14,1.0,,,2.0,,2.0,,1.0,1.0,,,3.0,11,,,3.0,,,68.0
27,"Himmelberg, Harry",5,4.0,3,8,3.0,,1.0,1.0,,1.0,,3.0,,3.0,,5.0,3,2.0,3.0,1.0,,2.0,91.0
23,"Hogan, Jesse",10,7.0,7,17,2.0,2.0,,1.0,,2.0,,1.0,2.0,,,8.0,11,,2.0,3.0,,,82.0
39,"Idun, Connor",11,6.0,6,17,,,,,5.0,,,2.0,1.0,,,4.0,11,,,4.0,,,85.0
25,"Keeffe, Lachlan",3,1.0,4,7,1.0,1.0,8.0,3.0,,1.0,,4.0,,3.0,,3.0,3,,1.0,1.0,,,81.0
22,"Kelly, Josh",7,4.0,14,21,,,,6.0,2.0,1.0,4.0,2.0,1.0,,1.0,5.0,17,,,1.0,,1.0,81.0
40 ↑,"Kennedy, Adam",5,5.0,1,6,,,,2.0,,1.0,,,,,,,6,,,,,,22.0
33,"OHalloran, Xavier",5,,10,15,1.0,,,1.0,1.0,2.0,1.0,1.0,,1.0,,6.0,8,,,,,,86.0
20,"Peatling, James",5,3.0,4,9,,1.0,,3.0,,1.0,,1.0,,,,3.0,7,,2.0,1.0,,,82.0
36,"Perryman, Harry",14,3.0,10,24,,,,3.0,3.0,3.0,5.0,1.0,1.0,,,6.0,18,,,1.0,,,79.0
11,"Preuss, Braydon",11,5.0,5,16,,2.0,34.0,5.0,,4.0,7.0,4.0,3.0,3.0,,12.0,5,2.0,1.0,2.0,,1.0,69.0
42,"Stein, Jake",8,5.0,2,10,,,,3.0,3.0,,,,1.0,,,4.0,5,,,9.0,,,87.0
14,"Taranto, Tim",21,3.0,15,36,1.0,,,8.0,2.0,7.0,6.0,12.0,1.0,5.0,2.0,11.0,23,1.0,1.0,1.0,1.0,1.0,87.0
15,"Taylor, Sam",13,7.0,3,16,,,,2.0,6.0,,,,2.0,,,7.0,8,2.0,,6.0,,,100.0
8,"Ward, Callan",9,3.0,12,21,,,,4.0,3.0,1.0,1.0,,,,,6.0,15,,,1.0,,,82.0
6,"Whitfield, Lachie",13,8.0,7,20,,,,5.0,5.0,4.0,3.0,4.0,,2.0,,5.0,13,1.0,,2.0,,2.0,87.0
Totals,Totals,221,91.0,173,394,12.0,11.0,43.0,77.0,42.0,55.0,53.0,48.0,25.0,20.0,6.0,144.0,241,10.0,12.0,44.0,7.0,10.0,
Opposition,Opposition,185,70.0,115,300,8.0,9.0,41.0,49.0,40.0,50.0,34.0,63.0,20.0,25.0,,121.0,175,8.0,8.0,52.0,8.0,4.0,
