Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Akermanis, Jason",13,1,6,19,1,,,1.0,,,,,1.0,,,,,,,,,,
10,"Ashcroft, Marcus",8,2,11,19,,,,4.0,,,,,1.0,1.0,,,,,,,,,
25,"Bews, Andrew",6,2,1,7,,,,1.0,,,,,1.0,1.0,,,,,,,,,
30,"Bourke, Damian",6,5,4,10,,1.0,8.0,,,,,,1.0,6.0,,,,,,,,,
12,"Clarke, Troy",9,4,3,12,,,,,,,,,1.0,1.0,,,,,,,,,
6,"Fletcher, Adrian",8,2,13,21,,,,2.0,,,,,1.0,,,,,,,,,,
8,"Gowers, Andrew",6,1,3,9,,,,1.0,,,,,1.0,1.0,,,,,,,,,
32,"Hart, Shaun",8,3,8,16,2,1.0,,1.0,,,,,,,,,,,,,,,
41,"Kennedy, Matthew",4,2,2,6,1,,,,,,,,,,,,,,,,,,
44,"Lappin, Nigel",5,,8,13,,,,1.0,,,,,1.0,1.0,,,,,,,,,
34,"Lawrence, Steven",15,4,8,23,,,,,,,,,2.0,,,,,,,,,,
23,"Leppitsch, Justin",4,2,3,7,,,,3.0,,,,,1.0,,,,,,,,,,
2,"McAdam, Gilbert",9,2,11,20,,2.0,,2.0,,,,,2.0,,,,,,,,,,
7,"McIvor, Scott",7,4,5,12,2,1.0,,2.0,,,,,,2.0,,,,,,,,,
19,"McLean, Michael",13,2,2,15,,,,3.0,,,,,3.0,1.0,,,,,,,,,
4,"McRae, Craig",11,2,8,19,1,,,2.0,,,,,1.0,2.0,,,,,,,,,
24,"Merrett, Roger",3,2,1,4,1,,,1.0,,,,,2.0,2.0,,,,,,,,,
38,"Scott, Dion",8,5,7,15,1,2.0,4.0,1.0,,,,,1.0,1.0,,,,,,,,,
9,"Starcevich, Craig",3,,2,5,1,1.0,,,,,,,,,,,,,,,,,
3,"Voss, Michael",13,6,10,23,1,,,,,,,,,,,,,,,,,,
33,"White, Darryl",10,4,8,18,1,,1.0,1.0,,,,,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,169,55,124,293,12,10.0,13.0,26.0,,,,,22.0,21.0,,,,,,,,,
Opposition,Opposition,201,85,125,326,18,11.0,15.0,21.0,,,,,21.0,22.0,6.0,,,,,,,,
