Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
19,"Allison, Jacob",20y 6d,6 (1-0-5 16.67%),1 (0.17),←,
31,"Andrews, Harris",21y 132d,63 (12-0-51 19.05%),8 (0.13),←,
33,"Bailey, Zac",18y 211d,2 (0-0-2 0.00%),1 (0.50),←,
4,"Bastinac, Ryan",26y 304d,160 (75-0-85 46.88%),91 (0.57),39 (8-0-31 20.51%),25 (0.64)
9,"Beams, Dayne",28y 69d,151 (82-2-67 54.97%),149 (0.99),41 (6-0-35 14.63%),31 (0.76)
13,"Berry, Jarrod",20y 76d,21 (3-0-18 14.29%),10 (0.48),←,
23,"Cameron, Charlie",23y 291d,78 (47-1-30 60.90%),98 (1.26),5 (0-0-5 0.00%),11 (2.20)
3,"Christensen, Allen",26y 338d,103 (54-0-49 52.43%),87 (0.84),38 (5-0-33 13.16%),31 (0.82)
26,"Cutler, Tom",23y 61d,48 (11-0-37 22.92%),21 (0.44),←,
27,"Gardiner, Darcy",22y 212d,67 (16-0-51 23.88%),4 (0.06),←,
30,"Hipwood, Eric",20y 221d,35 (7-0-28 20.00%),49 (1.40),←,
2,"Hodge, Luke",33y 311d,310 (180-2-128 58.39%),193 (0.62),5 (0-0-5 0.00%),
35,"Lester, Ryan",25y 239d,106 (30-0-76 28.30%),45 (0.42),←,
12,"Martin, Stefan",31y 156d,141 (32-1-108 23.05%),39 (0.28),84 (18-0-66 21.43%),16 (0.19)
6,"McCluggage, Hugh",20y 50d,23 (4-0-19 17.39%),10 (0.43),←,
25,"McStay, Daniel",22y 302d,63 (13-0-50 20.63%),32 (0.51),←,
16,"Rayner, Cam",18y 183d,5 (0-0-5 0.00%),4 (0.80),←,
18,"Robertson, Nick",22y 323d,52 (7-0-45 13.46%),8 (0.15),←,
5,"Robinson, Mitch",28y 319d,153 (59-1-93 38.89%),81 (0.53),53 (8-0-45 15.09%),23 (0.43)
28,"Taylor, Lewis",23y 64d,90 (18-0-72 20.00%),65 (0.72),←,
29,"Witherden, Alex",19y 224d,14 (2-0-12 14.29%),2 (0.14),←,
15,"Zorko, Dayne",29y 72d,127 (37-0-90 29.13%),139 (1.09),←,
Totals,Totals,24y 7d,1818 (690-7-1121 37.95%),1137 (0.63),,
C,"Fagan, Chris",56y 303d,27 (5-0-22 18.52%),,←,
