Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",23y 23d,94 (46-1-47 49.47%),6 (0.06),←,
14,"Bedford, Toby",24y 48d,54 (35-0-19 64.81%),30 (0.56),36 (23-0-13 63.89%),21 (0.58)
32,"Briggs, Kieren",24y 282d,43 (26-0-17 60.47%),8 (0.19),←,
44,"Buckley, Jack",26y 210d,58 (31-1-26 54.31%),1 (0.02),←,
5,"Cadman, Aaron",20y 133d,27 (17-0-10 62.96%),24 (0.89),←,
17,"Callaghan, Finn",21y 79d,42 (22-0-20 52.38%),6 (0.14),←,
3,"Coniglio, Stephen",30y 212d,213 (100-1-112 47.18%),120 (0.56),←,
13,"Cumming, Isaac",25y 338d,78 (37-1-40 48.08%),10 (0.13),←,
16,"Daniels, Brent",25y 127d,99 (55-0-44 55.56%),62 (0.63),←,
37,"Fonti, Joe",19y 203d,2 (2-0-0 100.00%),,←,
12,"Green, Tom",23y 173d,84 (40-1-43 48.21%),32 (0.38),←,
4,"Greene, Toby",30y 293d,231 (110-2-119 48.05%),359 (1.55),←,
27,"Himmelberg, Harry",28y 67d,169 (92-2-75 55.03%),161 (0.95),←,
23,"Hogan, Jesse",29y 153d,157 (74-0-83 47.13%),319 (2.03),67 (33-0-34 49.25%),149 (2.22)
39,"Idun, Connor",23y 351d,85 (43-1-41 51.18%),,←,
2,"Jones, Darcy",20y 102d,6 (3-0-3 50.00%),6 (1.00),←,
31,"McMullin, Toby",19y 343d,11 (7-0-4 63.64%),3 (0.27),←,
20,"Peatling, James",23y 328d,37 (17-0-20 45.95%),13 (0.35),←,
36,"Perryman, Harry",25y 208d,121 (63-1-57 52.48%),27 (0.22),←,
26,"Riccardi, Jake",24y 250d,67 (34-0-33 50.75%),86 (1.28),←,
28,"Thomas, Harvey",18y 341d,17 (10-0-7 58.82%),8 (0.47),←,
8,"Ward, Callan",34y 95d,307 (137-4-166 45.28%),152 (0.50),247 (105-4-138 43.32%),119 (0.48)
6,"Whitfield, Lachie",29y 362d,226 (112-4-110 50.44%),71 (0.31),←,
Totals,Totals,24y 364d,2228 (1113-19-1096 49.96%),1504 (0.68),,
C,"Kingsley, Adam",48y 329d,43 (25-0-18 58.14%),,←,
