Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
7,"AhMat, Robert",19y 253d,12 (6-0-6 50.00%),7 (0.58),←,
11,"Barnett, John",21y 226d,7 (3-0-4 42.86%),5 (0.71),1 (1-0-0 100.00%),1 (1.00)
26,"Brown, Gavin",29y 185d,183 (94-5-84 52.73%),144 (0.79),←,
5,"Buckley, Nathan",24y 246d,86 (32-2-52 38.37%),85 (0.99),66 (28-2-36 43.94%),64 (0.97)
17,"Burns, Scott",22y 96d,43 (18-1-24 43.02%),10 (0.23),←,
28,"Crosisca, Gavin",28y 195d,182 (102-5-75 57.42%),49 (0.27),←,
39,"Crow, Scott",23y 101d,36 (16-0-20 44.44%),11 (0.31),23 (10-0-13 43.48%),9 (0.39)
24,"Curran, Chris",22y 238d,20 (11-2-7 60.00%),7 (0.35),←,
27,"McDonald, Alex",27y 44d,69 (36-0-33 52.17%),35 (0.51),23 (10-0-13 43.48%),11 (0.48)
1,"Monkhorst, Damian",27y 220d,155 (89-4-62 58.71%),31 (0.20),←,
44,"Osborne, Richard",32y 286d,255 (106-2-147 41.96%),548 (2.15),1 (1-0-0 100.00%),
6,"Patterson, Stephen",26y 84d,40 (17-1-22 43.75%),49 (1.23),←,
35,"Prestigiacomo, Simon",19y 57d,13 (6-0-7 46.15%),,←,
3,"Richardson, Mark",24y 149d,49 (25-1-23 52.04%),46 (0.94),←,
23,"Rocca, Anthony",19y 226d,23 (12-0-11 52.17%),13 (0.57),1 (1-0-0 100.00%),2 (2.00)
36,"Rocca, Saverio",23y 129d,90 (46-2-42 52.22%),316 (3.51),←,
29,"Russell, Scott",26y 326d,146 (83-3-60 57.88%),93 (0.64),←,
12,"Schauble, Andrew",20y 132d,26 (12-0-14 46.15%),5 (0.19),←,
18,"Walker, Lee",24y 50d,16 (5-1-10 34.38%),13 (0.81),←,
14,"Watson, Shane",23y 40d,89 (43-1-45 48.88%),58 (0.65),←,
10,"Williams, Paul",23y 360d,114 (58-2-54 51.75%),149 (1.31),←,
Totals,Totals,24y 121d,1654 (820-32-802 49.58%),1674 (1.01),,
C,"Shaw, Tony",36y 249d,23 (10-0-13 43.48%),,←,
