0,1,2,3,4,5,6
←,"Round: 21 Venue: Waverley Park Date: Sat, 8-Aug-1992 2:10 PM Attendance: 53369","Round: 21 Venue: Waverley Park Date: Sat, 8-Aug-1992 2:10 PM Attendance: 53369","Round: 21 Venue: Waverley Park Date: Sat, 8-Aug-1992 2:10 PM Attendance: 53369","Round: 21 Venue: Waverley Park Date: Sat, 8-Aug-1992 2:10 PM Attendance: 53369","Round: 21 Venue: Waverley Park Date: Sat, 8-Aug-1992 2:10 PM Attendance: 53369",→
←,Hawthorn,4.3.27,6.5.41,10.11.71,11.16.82,→
←,Collingwood,3.1.19,5.5.35,7.10.52,8.15.63,→
←,Qrt margin,HW by 8,HW by 6,HW by 19,HW by 19,→
←,Qrt scores,HW 27-19,CW 16-14,HW 30-17,11-11,→
←,Field umpires,"David Howlett (117), Peter Carey (152)","David Howlett (117), Peter Carey (152)","David Howlett (117), Peter Carey (152)","David Howlett (117), Peter Carey (152)",→
