Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ablett, Gary",6,2.0,6.0,12,2.0,,,7.0,,4.0,2.0,1.0,1.0,1.0,,9,3,1.0,1.0,1.0,2.0,,92.0
3,"Bartel, Jimmy",10,4.0,5.0,15,2.0,,,3.0,3.0,2.0,3.0,1.0,,1.0,,8,8,,,,,,64.0
35,"Chapman, Paul",10,5.0,6.0,16,1.0,,,2.0,,5.0,,,1.0,,,6,10,,1.0,,,1.0,95.0
44,"Enright, Corey",8,3.0,7.0,15,,,,1.0,2.0,1.0,1.0,2.0,,,,4,9,,,6.0,3.0,,93.0
16,"Gardiner, Charlie",11,9.0,6.0,17,1.0,2.0,,2.0,,1.0,2.0,2.0,1.0,1.0,,7,12,,4.0,1.0,,,81.0
7,"Graham, Ben",6,4.0,3.0,9,5.0,1.0,1.0,2.0,,,1.0,2.0,,2.0,,7,2,4.0,4.0,3.0,,,100.0
2,"Harley, Tom",10,8.0,5.0,15,,,,,1.0,1.0,,4.0,1.0,4.0,1.0,4,10,1.0,,,,,100.0
8,"Haynes, David",10,5.0,4.0,14,2.0,1.0,,1.0,,2.0,,,3.0,,,4,9,,2.0,3.0,2.0,2.0,91.0
41,"Hunt, Josh",14,6.0,7.0,21,,,,5.0,5.0,7.0,,2.0,,1.0,,3,15,1.0,,,1.0,,100.0
9,"Kelly, James",12,3.0,3.0,15,,,,1.0,1.0,2.0,3.0,4.0,,1.0,,8,7,,,2.0,1.0,,86.0
1,"King, Steven",4,1.0,3.0,7,,,19.0,3.0,,,2.0,2.0,1.0,2.0,,4,3,1.0,,2.0,,1.0,61.0
18,"Kingsley, Kent",10,8.0,3.0,13,1.0,3.0,,1.0,,6.0,,1.0,,,,5,8,3.0,2.0,2.0,,1.0,93.0
45,"Ling, Cameron",11,6.0,11.0,22,,1.0,,1.0,3.0,1.0,3.0,,1.0,,,7,17,,,1.0,,,84.0
4,"Mackie, Andrew",4,3.0,,4,,,,,,1.0,,2.0,1.0,,,2,2,1.0,1.0,,,,48.0
39,"Milburn, Darren",2,1.0,1.0,3,,,,1.0,,1.0,2.0,,1.0,,,2,1,,,2.0,,,36.0
32,"Moloney, Brent",16,9.0,4.0,20,,,,1.0,5.0,8.0,4.0,1.0,,,,5,13,,,3.0,3.0,1.0,90.0
21,"Mooney, Cameron",9,5.0,4.0,13,2.0,,3.0,1.0,,2.0,1.0,1.0,1.0,1.0,,4,8,1.0,3.0,2.0,2.0,,83.0
22,"Playfair, Henry",3,1.0,,3,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,2,1,1.0,,3.0,,,39.0
15,"Riccardi, Peter",11,1.0,2.0,13,1.0,1.0,,3.0,1.0,3.0,3.0,,1.0,,,4,9,,1.0,1.0,,,63.0
33,"Rooke, Max",2,,8.0,10,,,,2.0,,,,1.0,2.0,1.0,,7,4,,,2.0,,,100.0
30,"Scarlett, Matthew",2,2.0,3.0,5,,,,3.0,2.0,1.0,,2.0,,1.0,,2,3,,,5.0,1.0,,100.0
40,"Wojcinski, David",7,3.0,4.0,11,,1.0,,2.0,4.0,3.0,2.0,1.0,,1.0,,5,6,,1.0,1.0,,,100.0
Totals,Totals,178,89.0,95.0,273,17.0,10.0,24.0,42.0,28.0,51.0,30.0,30.0,16.0,18.0,1.0,109,160,14.0,20.0,40.0,15.0,6.0,
Opposition,Opposition,179,75.0,132.0,311,18.0,8.0,47.0,39.0,36.0,45.0,41.0,42.0,18.0,16.0,5.0,126,180,17.0,13.0,30.0,11.0,8.0,
