Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
10,"Betheras, Rupert",25y 164d,42 (12-0-30 28.57%),14 (0.33),←,
5,"Buckley, Nathan",28y 284d,169 (61-2-106 36.69%),179 (1.06),149 (57-2-90 38.93%),158 (1.06)
8,"Clement, James",24y 244d,88 (28-0-60 31.82%),41 (0.47),4 (2-0-2 50.00%),3 (0.75)
1,"Davis, Leon",19y 323d,18 (5-0-13 27.78%),13 (0.72),←,
19,"Davis, Nick",21y 37d,35 (10-0-25 28.57%),23 (0.66),←,
31,"Dimattina, Andrew",23y 178d,15 (5-0-10 33.33%),4 (0.27),←,
25,"Fraser, Josh",19y 121d,27 (10-0-17 37.04%),13 (0.48),←,
9,"Freeborn, Glenn",28y 89d,96 (50-0-46 52.08%),58 (0.60),41 (12-0-29 29.27%),31 (0.76)
6,"Holland, Brodie",21y 123d,41 (11-0-30 26.83%),44 (1.07),5 (3-0-2 60.00%),7 (1.40)
26,"Johnson, Ben",20y 31d,20 (9-0-11 45.00%),8 (0.40),←,
18,"Licuria, Paul",23y 122d,51 (14-0-37 27.45%),12 (0.24),41 (12-0-29 29.27%),10 (0.24)
24,"Lockyer, Tarkyn",21y 188d,42 (14-0-28 33.33%),14 (0.33),←,
37,"Lonie, Ryan",18y 63d,6 (3-0-3 50.00%),4 (0.67),←,
12,"McKee, Steven",22y 320d,31 (14-0-17 45.16%),1 (0.03),11 (4-0-7 36.36%),
7,"Molloy, Jarrod",24y 359d,126 (48-1-77 38.49%),166 (1.32),6 (3-0-3 50.00%),8 (1.33)
11,"OBree, Shane",22y 52d,47 (19-0-28 40.43%),16 (0.34),28 (10-0-18 35.71%),13 (0.46)
35,"Prestigiacomo, Simon",23y 95d,75 (24-0-51 32.00%),2 (0.03),←,
3,"Richardson, Mark",28y 187d,124 (50-1-73 40.73%),77 (0.62),←,
23,"Rocca, Anthony",23y 264d,103 (39-0-64 37.86%),135 (1.31),81 (28-0-53 34.57%),124 (1.53)
15,"Steinfort, Carl",24y 35d,70 (36-0-34 51.43%),20 (0.29),5 (3-0-2 60.00%),1 (0.20)
20,"Tarrant, Chris",20y 230d,49 (16-0-33 32.65%),60 (1.22),←,
14,"Wakelin, Shane",26y 267d,100 (44-2-54 45.00%),19 (0.19),6 (3-0-3 50.00%),
Totals,Totals,23y 105d,1375 (522-6-847 37.96%),923 (0.67),,
C,"Malthouse, Mick",47y 262d,406 (233-4-169 57.88%),,28 (10-0-18 35.71%),
