Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",24y 236d,134 (71-0-63 52.99%),119 (0.89),←,
17,"Bruce, Josh",28y 39d,120 (46-1-73 38.75%),180 (1.50),7 (4-0-3 57.14%),9 (1.29)
12,"Cordy, Zaine",23y 264d,77 (41-0-36 53.25%),10 (0.13),←,
9,"Crozier, Hayden",26y 206d,114 (54-0-60 47.37%),45 (0.39),45 (23-0-22 51.11%),1 (0.02)
31,"Dale, Bailey",23y 361d,57 (28-0-29 49.12%),58 (1.02),←,
35,"Daniel, Caleb",24y 10d,98 (51-0-47 52.04%),27 (0.28),←,
44,"English, Tim",22y 342d,36 (18-0-18 50.00%),11 (0.31),←,
7,"Hunter, Lachie",25y 217d,131 (66-0-65 50.38%),57 (0.44),←,
39,"Johannisen, Jason",27y 252d,133 (64-0-69 48.12%),42 (0.32),←,
42,"Keath, Alex",28y 179d,37 (20-1-16 55.41%),2 (0.05),7 (4-0-3 57.14%),1 (0.14)
21,"Liberatore, Tom",28y 62d,137 (60-0-77 43.80%),46 (0.34),←,
27,"Lipinski, Patrick",22y,37 (18-0-19 48.65%),25 (0.68),←,
11,"Macrae, Jack",25y 349d,148 (75-0-73 50.68%),36 (0.24),←,
20,"Richards, Ed",21y 14d,47 (23-0-24 48.94%),21 (0.45),←,
6,"Smith, Bailey",19y 223d,30 (16-0-14 53.33%),13 (0.43),←,
1,"Suckling, Matt",31y 358d,175 (115-0-60 65.71%),85 (0.49),73 (40-0-33 54.79%),34 (0.47)
23,"Vandermeer, Laitham",21y 165d,6 (4-0-2 66.67%),6 (1.00),←,
3,"Wallis, Mitch",27y 267d,140 (64-0-76 45.71%),85 (0.61),←,
19,"Weightman, Cody",19y 184d,1 (1-0-0 100.00%),2 (2.00),←,
34,"Williams, Bailey",22y 281d,48 (23-0-25 47.92%),9 (0.19),←,
10,"Wood, Easton",30y 317d,164 (85-0-79 51.83%),18 (0.11),←,
40,"Young, Lachie",21y 102d,7 (3-0-4 42.86%),,←,
Totals,Totals,24y 334d,1877 (946-2-929 50.40%),897 (0.48),,
C,"Beveridge, Luke",49y 329d,123 (68-0-55 55.28%),,←,
