Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",30y 300d,159 (90-1-68 56.92%),241 (1.52),←,
41,"Banfield, Bailey",20y 75d,8 (4-0-4 50.00%),1 (0.13),←,
19,"Blakely, Connor",22y 71d,41 (15-0-26 36.59%),2 (0.05),←,
8,"Brayshaw, Andrew",18y 185d,8 (4-0-4 50.00%),2 (0.25),←,
5,"Cerra, Adam",18y 217d,7 (4-0-3 57.14%),6 (0.86),←,
36,"Cox, Brennan",19y 272d,12 (3-0-9 25.00%),6 (0.50),←,
12,"Crowden, Mitch",19y 14d,7 (4-0-3 57.14%),1 (0.14),←,
44,"Duman, Taylin",20y 24d,4 (2-0-2 50.00%),,←,
7,"Fyfe, Nat",26y 236d,146 (84-1-61 57.88%),127 (0.87),←,
21,"Hamling, Joel",25y 33d,52 (28-0-24 53.85%),,29 (12-0-17 41.38%),
37,"Johnson, Michael",33y 204d,237 (126-1-110 53.38%),65 (0.27),←,
26,"Langdon, Ed",22y 100d,32 (12-0-20 37.50%),18 (0.56),←,
3,"Matera, Brandon",26y 62d,109 (35-1-73 32.57%),133 (1.22),8 (4-0-4 50.00%),9 (1.13)
23,"McCarthy, Cam",23y 41d,48 (23-0-25 47.92%),72 (1.50),27 (11-0-16 40.74%),36 (1.33)
16,"Mundy, David",32y 296d,280 (147-1-132 52.68%),117 (0.42),←,
27,"Neale, Lachie",24y 353d,121 (61-0-60 50.41%),58 (0.48),←,
43,"Nyhuis, Ryan",21y 248d,5 (2-0-3 40.00%),5 (1.00),←,
25,"Pearce, Alex",22y 337d,29 (13-0-16 44.83%),3 (0.10),←,
6,"Pearce, Danyle",32y 35d,257 (119-2-136 46.69%),127 (0.49),103 (60-1-42 58.74%),51 (0.50)
38,"Ryan, Luke",22y 95d,19 (6-0-13 31.58%),,←,
31,"Sandilands, Aaron",35y 157d,262 (146-0-116 55.73%),96 (0.37),←,
18,"Tucker, Darcy",21y 109d,37 (11-0-26 29.73%),14 (0.38),←,
Totals,Totals,24y 191d,1880 (939-7-934 49.95%),1094 (0.58),,
C,"Lyon, Ross",51y 185d,270 (159-5-106 59.81%),,149 (83-1-65 56.04%),
