Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
12,"Astbury, David",29y 122d,133 (75-3-55 57.52%),9 (0.07),←,
7,"Baker, Liam",22y 152d,25 (19-1-5 78.00%),9 (0.36),←,
29,"Bolton, Shai",21y 202d,32 (23-1-8 73.44%),26 (0.81),←,
35,"Broad, Nathan",27y 73d,58 (45-1-12 78.45%),1 (0.02),←,
22,"Caddy, Josh",27y 273d,160 (100-1-59 62.81%),160 (1.00),65 (48-0-17 73.85%),84 (1.29)
11,"Castagna, Jason",23y 351d,80 (55-1-24 69.38%),87 (1.09),←,
9,"Cotchin, Trent",30y 81d,238 (129-3-106 54.83%),126 (0.53),←,
10,"Edwards, Shane",31y 246d,259 (133-6-120 52.51%),164 (0.63),←,
2,"Grimes, Dylan",28y 347d,155 (99-1-55 64.19%),3 (0.02),←,
13,"Higgins, Jack",21y 100d,36 (24-1-11 68.06%),26 (0.72),←,
14,"Houli, Bachar",32y 46d,210 (115-4-91 55.71%),42 (0.20),184 (105-3-76 57.88%),33 (0.18)
23,"Lambert, Kane",28y 214d,99 (67-1-31 68.18%),62 (0.63),←,
19,"Lynch, Tom",27y 240d,160 (57-2-101 36.25%),323 (2.02),29 (20-1-8 70.69%),69 (2.38)
4,"Martin, Dustin",29y 1d,227 (127-3-97 56.61%),251 (1.11),←,
33,"McIntosh, Kamdyn",26y 85d,91 (60-0-31 65.93%),26 (0.29),←,
25,"Nankervis, Toby",25y 320d,73 (53-0-20 72.60%),26 (0.36),61 (46-0-15 75.41%),23 (0.38)
3,"Prestia, Dion",27y 259d,159 (74-1-84 46.86%),52 (0.33),64 (48-1-15 75.78%),22 (0.34)
8,"Riewoldt, Jack",31y 240d,266 (137-5-124 52.44%),635 (2.39),←,
5,"Ross, Jack",19y 298d,9 (6-0-3 66.67%),1 (0.11),←,
15,"Short, Jayden",24y 155d,75 (49-1-25 66.00%),20 (0.27),←,
44,"Stack, Sydney",20y 60d,21 (13-1-7 64.29%),11 (0.52),←,
1,"Vlastuin, Nick",26y 69d,145 (92-1-52 63.79%),26 (0.18),←,
Totals,Totals,26y 195d,2711 (1552-38-1121 57.25%),2086 (0.77),,
C,"Hardwick, Damien",47y 314d,235 (131-3-101 56.38%),,←,
