Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",20y 148d,6 (1-0-5 16.67%),,←,
27,"Ball, Jason",30y 149d,136 (78-0-58 57.35%),147 (1.08),33 (15-0-18 45.45%),33 (1.00)
21,"Barry, Leo",25y 335d,102 (53-0-49 51.96%),50 (0.49),←,
6,"Bolton, Craig",22y 323d,33 (18-0-15 54.55%),10 (0.30),4 (1-0-3 25.00%),
24,"Bolton, Jude",23y 35d,71 (31-1-39 44.37%),42 (0.59),←,
28,"Crouch, Jared",25y 45d,112 (53-1-58 47.77%),21 (0.19),←,
2,"Davis, Nick",23y 20d,75 (31-0-44 41.33%),91 (1.21),4 (1-0-3 25.00%),6 (1.50)
12,"Fosdike, Nic",23y 52d,72 (32-1-39 45.14%),38 (0.53),←,
37,"Goodes, Adam",23y 101d,91 (41-1-49 45.60%),116 (1.27),←,
1,"Hall, Barry",26y 70d,109 (41-2-66 38.53%),210 (1.93),21 (7-1-13 35.71%),66 (3.14)
17,"Kennelly, Tadhg",21y 292d,32 (15-0-17 46.88%),12 (0.38),←,
31,"Kirk, Brett",26y 176d,53 (23-1-29 44.34%),28 (0.53),←,
4,"Mathews, Ben",24y 141d,91 (43-1-47 47.80%),16 (0.18),←,
11,"Maxfield, Stuart",31y 10d,242 (117-3-122 48.97%),136 (0.56),153 (82-2-69 54.25%),71 (0.46)
13,"McPherson, Daniel",27y 288d,111 (60-2-49 54.95%),36 (0.32),←,
23,"Nicks, Matthew",27y 341d,135 (72-1-62 53.70%),100 (0.74),←,
19,"OLoughlin, Michael",26y 58d,166 (88-2-76 53.61%),243 (1.46),←,
22,"Saddington, Jason",23y 178d,115 (56-1-58 49.13%),33 (0.29),←,
25,"Schauble, Andrew",26y 153d,133 (51-0-82 38.35%),32 (0.24),54 (24-0-30 44.44%),21 (0.39)
36,"Schneider, Adam",18y 342d,4 (1-0-3 25.00%),4 (1.00),←,
16,"Stevens, Scott",21y 94d,18 (6-1-11 36.11%),13 (0.72),←,
10,"Williams, Paul",30y 16d,235 (101-3-131 43.62%),273 (1.16),46 (20-1-25 44.57%),50 (1.09)
Totals,Totals,24y 352d,2142 (1012-21-1109 47.25%),1651 (0.77),,
C,"Roos, Paul",39y 296d,14 (7-0-7 50.00%),,←,
