Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
12,"Banks, Denis",30y 316d,142 (81-1-60 57.39%),102 (0.72),←,
17,"Barwick, Doug",28y 81d,120 (63-1-56 52.92%),180 (1.50),44 (28-1-15 64.77%),52 (1.18)
21,"Christian, Michael",25y 250d,62 (32-1-29 52.42%),7 (0.11),←,
28,"Crosisca, Gavin",21y 225d,54 (33-1-20 62.04%),19 (0.35),←,
35,"Daicos, Peter",28y 220d,187 (105-2-80 56.68%),333 (1.78),←,
3,"Gayfer, Michael",24y 254d,70 (39-0-31 55.71%),1 (0.01),←,
14,"Keays, Terry",19y 360d,16 (8-0-8 50.00%),6 (0.38),←,
30,"Manson, James",23y 177d,67 (36-1-30 54.48%),53 (0.79),←,
34,"McGuane, Mick",22y 120d,44 (25-1-18 57.95%),15 (0.34),←,
5,"McKeown, Ron",22y 353d,66 (34-1-31 52.27%),53 (0.80),←,
1,"Monkhorst, Damian",20y 250d,19 (12-0-7 63.16%),1 (0.05),←,
7,"Morwood, Shane",28y 148d,141 (82-1-58 58.51%),78 (0.55),124 (73-1-50 59.27%),65 (0.52)
13,"Richardson, Alan",24y 346d,8 (4-0-4 50.00%),2 (0.25),←,
29,"Russell, Scott",19y 356d,5 (4-0-1 80.00%),2 (0.40),←,
31,"Saunders, Darren",24y 255d,26 (15-0-11 57.69%),,20 (12-0-8 60.00%),
22,"Shaw, Tony",29y 279d,225 (125-1-99 55.78%),134 (0.60),←,
27,"Starcevich, Craig",22y 347d,51 (27-1-23 53.92%),75 (1.47),←,
6,"Tuddenham, Paul",22y 226d,26 (15-0-11 57.69%),23 (0.88),←,
24,"Turner, Jamie",27y 259d,106 (57-1-48 54.25%),20 (0.19),←,
19,"Wright, Graham",21y 326d,42 (26-1-15 63.10%),56 (1.33),←,
Totals,Totals,24y 221d,1477 (823-14-640 55.72%),1160 (0.79),,
C,"Matthews, Leigh",38y 58d,93 (51-1-41 55.38%),,←,
