Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",7,2,2,9,,,,5.0,1.0,,,,4.0,,,5.0,5.0,,,,,,87.0
15,"Anderson, Noah",10,4,8,18,,,,2.0,1.0,2.0,1.0,6.0,1.0,1.0,,7.0,11.0,,,2.0,,,84.0
10,"Ballard, Charlie",5,5,4,9,,,,1.0,3.0,,1.0,3.0,,1.0,,4.0,6.0,2.0,,3.0,,,97.0
3,"Bowes, Jack",10,2,7,17,,,,2.0,3.0,2.0,1.0,3.0,,1.0,,3.0,11.0,,,1.0,,1.0,81.0
35,"Budarick, Connor",3,,2,5,,,,2.0,,,,3.0,,,,3.0,3.0,,,2.0,,,85.0
25,"Collins, Sam",7,5,1,8,,,,2.0,5.0,,,,,,,3.0,6.0,2.0,,6.0,,,100.0
12,"Day, Sam",4,3,6,10,2,,4.0,1.0,,,1.0,2.0,1.0,1.0,,5.0,5.0,2.0,2.0,2.0,,,77.0
4,"Ellis, Brandon",9,6,7,16,,,,3.0,2.0,1.0,,3.0,,,,7.0,9.0,,,,,,85.0
21,"Greenwood, Hugh",14,2,7,21,,,,10.0,4.0,,6.0,3.0,3.0,,2.0,15.0,7.0,,,1.0,,,86.0
1,"Hanley, Pearce",7,2,3,10,,,,1.0,3.0,,,4.0,,,,1.0,5.0,,,,1.0,,79.0
5,"Harbrow, Jarrod",12,5,1,13,,,,1.0,,2.0,,8.0,,2.0,,,12.0,,,,,,81.0
39,"Holman, Nick",7,3,6,13,,,,8.0,1.0,4.0,3.0,1.0,3.0,1.0,,8.0,5.0,,,1.0,,2.0,87.0
34,"King, Ben",5,3,,5,3,1.0,,1.0,,2.0,,,,,,4.0,2.0,1.0,1.0,2.0,,,97.0
13,"Lukosius, Jack",8,1,2,10,,,,4.0,4.0,,,1.0,,,,3.0,4.0,,,3.0,,,77.0
44,"Macpherson, Darcy",8,3,3,11,,,,1.0,,1.0,,,2.0,,,4.0,8.0,,,,,,82.0
11,"Miller, Touk",9,2,8,17,,,,6.0,2.0,2.0,3.0,4.0,1.0,,,9.0,9.0,,,,,1.0,88.0
27,"Powell, Wil",4,3,3,7,,,,2.0,,2.0,1.0,3.0,,,,1.0,6.0,,,,,,65.0
18,"Rowell, Matt",1,,1,2,,,,,,,1.0,2.0,1.0,2.0,,3.0,,,,,,,11.0
6,"Sexton, Alex",6,3,1,7,1,1.0,,4.0,1.0,2.0,,1.0,1.0,,,3.0,5.0,,,2.0,1.0,,95.0
24,"Swallow, David",12,7,10,22,,,,5.0,2.0,3.0,4.0,5.0,3.0,2.0,,12.0,12.0,1.0,,,,,82.0
14,"Weller, Lachie",8,2,3,11,2,1.0,,5.0,2.0,4.0,2.0,,1.0,,,2.0,9.0,,1.0,1.0,,,84.0
28,"Witts, Jarrod",5,2,4,9,,,30.0,1.0,1.0,1.0,4.0,1.0,1.0,,,8.0,1.0,1.0,,,,,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,161,65,89,250,8,4.0,34.0,67.0,35.0,28.0,28.0,53.0,22.0,11.0,2.0,110.0,141.0,9.0,4.0,26.0,2.0,4.0,
Opposition,Opposition,184,81,137,321,13,11.0,32.0,61.0,18.0,50.0,33.0,58.0,11.0,22.0,4.0,120.0,206.0,10.0,14.0,43.0,2.0,8.0,
