Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Ablett, Luke",6,3,6,12,,1.0,,3.0,1.0,,,,,,,4.0,8.0,,1.0,1.0,,,75.0
21,"Barry, Leo",8,8,12,20,,,,2.0,2.0,1.0,,,,,,4.0,15.0,,,6.0,,1.0,98.0
6,"Bolton, Craig",20,17,1,21,1,,,,3.0,4.0,,3.0,,,1.0,2.0,18.0,,,8.0,2.0,,100.0
24,"Bolton, Jude",11,4,5,16,,1.0,,6.0,,3.0,3.0,1.0,3.0,,,10.0,6.0,1.0,,2.0,,,87.0
32,"Buchanan, Amon",9,4,12,21,1,,1.0,7.0,1.0,1.0,4.0,3.0,1.0,1.0,,9.0,12.0,,1.0,1.0,1.0,2.0,81.0
26,"Dempster, Sean",7,3,6,13,,,,1.0,2.0,3.0,,2.0,,1.0,,2.0,12.0,,,1.0,,,100.0
10,"Everitt, Peter",16,9,2,18,2,1.0,28.0,3.0,2.0,2.0,5.0,1.0,4.0,1.0,3.0,12.0,6.0,5.0,1.0,2.0,,1.0,52.0
12,"Fosdike, Nic",11,4,3,14,,,,4.0,,2.0,1.0,2.0,1.0,2.0,,3.0,10.0,,,,,,92.0
37,"Goodes, Adam",13,3,6,19,,1.0,1.0,5.0,3.0,4.0,4.0,3.0,1.0,1.0,,9.0,10.0,1.0,1.0,3.0,3.0,2.0,93.0
39,"Grundy, Heath",2,1,2,4,,,,,,1.0,,,,,,2.0,2.0,1.0,,1.0,,,51.0
1,"Hall, Barry",4,5,1,5,1,,,,,,,1.0,,1.0,,1.0,4.0,1.0,4.0,,,1.0,56.0
16,"Jolly, Darren",7,6,5,12,1,,24.0,,,5.0,1.0,1.0,,,,4.0,9.0,1.0,1.0,6.0,,,60.0
17,"Kennelly, Tadhg",15,6,11,26,1,,,2.0,4.0,,2.0,2.0,,2.0,2.0,5.0,18.0,,1.0,2.0,5.0,,100.0
31,"Kirk, Brett",6,1,7,13,,,,13.0,,2.0,4.0,1.0,3.0,1.0,,8.0,5.0,,,4.0,,1.0,90.0
9,"Malceski, Nick",19,9,5,24,2,,,6.0,2.0,5.0,1.0,1.0,1.0,,,5.0,17.0,,1.0,,2.0,1.0,93.0
4,"Mathews, Ben",14,9,10,24,,,,2.0,2.0,,1.0,,,,,4.0,20.0,,,,,,100.0
3,"McVeigh, Jarrad",8,4,5,13,,,,4.0,,3.0,3.0,1.0,1.0,1.0,,5.0,8.0,,,1.0,,,78.0
5,"OKeefe, Ryan",10,4,5,15,1,,,9.0,1.0,2.0,2.0,3.0,,2.0,,6.0,9.0,,1.0,,1.0,1.0,96.0
19,"OLoughlin, Michael",7,4,1,8,2,1.0,,1.0,,3.0,,3.0,,2.0,,2.0,6.0,1.0,2.0,1.0,1.0,,82.0
25,"Richards, Ted",9,8,1,10,,1.0,,4.0,,1.0,,3.0,1.0,1.0,,3.0,7.0,2.0,2.0,1.0,,,89.0
36,"Schmidt, Tim",9,3,2,11,1,,,,2.0,2.0,1.0,2.0,1.0,1.0,,3.0,7.0,,,1.0,,,60.0
13,"Schneider, Adam",9,6,6,15,,,,2.0,,1.0,,1.0,1.0,,,4.0,12.0,,,1.0,,,68.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,121,114,334,13,10.0,54.0,74.0,25.0,45.0,32.0,34.0,18.0,17.0,6.0,107.0,221.0,13.0,16.0,42.0,15.0,10.0,
Opposition,Opposition,139,64,121,260,11,6.0,23.0,59.0,32.0,36.0,34.0,41.0,17.0,18.0,,105.0,160.0,3.0,10.0,33.0,26.0,11.0,
