Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Akermanis, Jason",4,2,8,12,2,1.0,,3.0,,,,,,1.0,,,,,,,,,
10,"Ashcroft, Marcus",8,3,6,14,,,,1.0,,,,,,2.0,,,,,,,,,
25,"Bews, Andrew",2,1,4,6,,,,,,,,,,,,,,,,,,,
30,"Bourke, Damian",3,2,1,4,,,10.0,,,,,,1.0,3.0,,,,,,,,,
16,"Clarke, Matthew",4,6,5,9,,,3.0,,,,,,,1.0,,,,,,,,,
20,"Craven, Danny",4,2,3,7,,,,1.0,,,,,1.0,1.0,,,,,,,,,
6,"Fletcher, Adrian",21,6,14,35,1,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
8,"Gowers, Andrew",12,5,2,14,,,,2.0,,,,,1.0,2.0,,,,,,,,,
14,"Hamilton, Shane",5,2,8,13,,,,2.0,,,,,,1.0,,,,,,,,,
32,"Hart, Shaun",13,2,7,20,1,,,,,,,,,1.0,,,,,,,,,
34,"Lawrence, Steven",5,5,14,19,,,,2.0,,,,,1.0,,,,,,,,,,
23,"Leppitsch, Justin",6,4,1,7,,,,1.0,,,,,1.0,,,,,,,,,,
2,"McAdam, Gilbert",13,3,14,27,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
7,"McIvor, Scott",8,4,3,11,2,,1.0,1.0,,,,,4.0,2.0,,,,,,,,,
19,"McLean, Michael",10,1,6,16,,,,2.0,,,,,1.0,1.0,,,,,,,,,
4,"McRae, Craig",6,1,5,11,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
24,"Merrett, Roger",4,4,,4,3,,,,,,,,,3.0,,,,,,,,,
38,"Scott, Dion",2,1,1,3,,,4.0,1.0,,,,,,2.0,,,,,,,,,
9,"Starcevich, Craig",13,8,,13,4,2.0,,,,,,,,,,,,,,,,,
3,"Voss, Michael",14,3,17,31,,,,1.0,,,,,1.0,,2.0,,,,,,,,
33,"White, Darryl",4,3,3,7,,,,1.0,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,7.0,,,,,,,,,,,,,,,,,
Totals,Totals,161,68,122,283,14,12.0,18.0,21.0,,,,,14.0,26.0,2.0,,,,,,,,
Opposition,Opposition,188,42,88,276,17,14.0,19.0,25.0,,,,,26.0,14.0,4.0,,,,,,,,
