Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",32y 343d,293 (155-2-136 53.24%),382 (1.30),101 (31-0-70 30.69%),120 (1.19)
13,"Ah Chee, Callum",19y 195d,19 (5-0-14 26.32%),15 (0.79),←,
20,"Barlow, Michael",29y 125d,131 (80-1-50 61.45%),83 (0.63),5 (2-0-3 40.00%),2 (0.40)
29,"Bowes, Jack",19y 86d,5 (2-0-3 40.00%),1 (0.20),←,
8,"Fiorini, Brayden",19y 243d,5 (2-0-3 40.00%),4 (0.80),←,
33,"Hall, Aaron",26y 164d,83 (29-1-53 35.54%),69 (0.83),←,
5,"Harbrow, Jarrod",28y 278d,187 (74-2-111 40.11%),52 (0.28),117 (34-1-82 29.49%),31 (0.26)
38,"Joyce, Jesse",19y 248d,16 (5-0-11 31.25%),,←,
10,"Kolodjashnij, Kade",21y 256d,64 (18-1-45 28.91%),11 (0.17),←,
23,"Lemmens, Sean",22y 171d,54 (17-1-36 32.41%),10 (0.19),←,
21,"Leslie, Jack",21y 360d,9 (1-0-8 11.11%),,←,
19,"Lynch, Tom",24y 173d,107 (30-1-76 28.50%),204 (1.91),←,
25,"Lyons, Jarryd",24y 274d,60 (36-0-24 60.00%),33 (0.55),5 (2-0-3 40.00%),1 (0.20)
4,"Martin, Jack",22y 83d,49 (15-1-33 31.63%),41 (0.84),←,
32,"Matera, Brandon",25y 42d,94 (28-1-65 30.32%),113 (1.20),←,
11,"Miller, Touk",21y 59d,45 (10-1-34 23.33%),14 (0.31),←,
3,"Rosa, Matt",30y 150d,188 (92-1-95 49.20%),43 (0.23),20 (5-0-15 25.00%),4 (0.20)
42,"Saad, Adam",22y 273d,31 (9-1-21 30.65%),1 (0.03),←,
6,"Sexton, Alex",23y 140d,60 (17-0-43 28.33%),33 (0.55),←,
24,"Swallow, David",24y 154d,83 (24-0-59 28.92%),40 (0.48),←,
28,"Witts, Jarrod",24y 221d,45 (20-0-25 44.44%),19 (0.42),5 (2-0-3 40.00%),1 (0.20)
30,"Wright, Peter",20y 226d,25 (5-0-20 20.00%),33 (1.32),←,
Totals,Totals,23y 327d,1653 (674-14-965 40.77%),1201 (0.73),,
C,"Eade, Rodney",59y 18d,363 (181-5-177 50.55%),,49 (12-1-36 25.51%),
