Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Burns, Scott",8,6,9,17,,,,,3.0,2.0,4.0,1.0,,1.0,,7.0,10.0,,,1.0,2.0,,74.0
43,"Clarke, Martin",13,6,6,19,3,1.0,,,1.0,2.0,4.0,3.0,1.0,1.0,,9.0,9.0,,2.0,2.0,,,93.0
32,"Cloke, Travis",10,7,7,17,1,2.0,,4.0,,4.0,,1.0,,,,5.0,11.0,1.0,5.0,1.0,,2.0,99.0
12,"Cox, Shannon",9,3,9,18,,1.0,1.0,1.0,4.0,2.0,2.0,,,,,6.0,12.0,,,1.0,1.0,,82.0
1,"Davis, Leon",16,4,4,20,1,1.0,,3.0,1.0,7.0,,5.0,,,,9.0,12.0,1.0,1.0,1.0,,2.0,90.0
4,"Didak, Alan",7,3,7,14,2,,,3.0,,,1.0,1.0,,,,2.0,12.0,,,,,,95.0
25,"Fraser, Josh",11,6,3,14,,,15.0,1.0,2.0,2.0,2.0,2.0,2.0,,,4.0,10.0,1.0,,1.0,,1.0,78.0
38,"Goldsack, Tyson",6,,8,14,,,,3.0,4.0,,,1.0,2.0,,,10.0,2.0,,,3.0,,,100.0
6,"Holland, Brodie",8,2,4,12,,,,2.0,2.0,,1.0,,1.0,,,4.0,8.0,,,1.0,,,60.0
26,"Johnson, Ben",10,4,9,19,,1.0,,2.0,,3.0,1.0,,,,,4.0,15.0,,,2.0,,,80.0
18,"Licuria, Paul",7,3,8,15,,,,2.0,,1.0,3.0,,1.0,,,8.0,7.0,,,2.0,,,60.0
24,"Lockyer, Tarkyn",16,10,7,23,,,,3.0,3.0,5.0,1.0,4.0,1.0,3.0,,7.0,17.0,,,3.0,,,89.0
27,"Maxwell, Nick",8,8,6,14,,,3.0,3.0,3.0,,1.0,2.0,2.0,1.0,,6.0,8.0,2.0,,13.0,,,96.0
7,"Medhurst, Paul",11,6,2,13,2,2.0,,1.0,,2.0,,2.0,1.0,,,5.0,8.0,1.0,3.0,1.0,1.0,,65.0
11,"OBree, Shane",10,5,9,19,,,,1.0,1.0,3.0,1.0,3.0,1.0,,,6.0,14.0,,1.0,,1.0,,58.0
10,"Pendlebury, Scott",13,6,10,23,,,,3.0,,6.0,4.0,3.0,2.0,,,10.0,14.0,,,1.0,3.0,,89.0
20,"Reid, Ben",6,4,1,7,1,2.0,,,,3.0,1.0,2.0,2.0,,,3.0,4.0,,3.0,,,1.0,73.0
21,"Richards, Guy",2,2,4,6,,,10.0,,,,,,,,,2.0,3.0,1.0,1.0,,,,47.0
39,"Shaw, Heath",20,11,9,29,,,,,5.0,,1.0,4.0,1.0,2.0,,5.0,22.0,,,2.0,1.0,,100.0
36,"Swan, Dane",16,13,14,30,,1.0,,2.0,3.0,3.0,4.0,2.0,1.0,,3.0,8.0,23.0,,2.0,5.0,,3.0,88.0
13,"Thomas, Dale",9,7,4,13,2,,,,,3.0,,5.0,,2.0,,5.0,8.0,,2.0,,,,84.0
14,"Wakelin, Shane",15,8,2,17,,,1.0,,7.0,1.0,,2.0,1.0,,,3.0,14.0,1.0,,1.0,1.0,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,231,124,142,373,12,15.0,30.0,34.0,39.0,49.0,31.0,43.0,19.0,10.0,3.0,128.0,243.0,8.0,20.0,41.0,10.0,9.0,
Opposition,Opposition,204,118,151,355,15,5.0,32.0,47.0,33.0,54.0,27.0,48.0,10.0,19.0,3.0,113.0,250.0,12.0,13.0,50.0,14.0,10.0,
