Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
34,"Armstrong, Harry",18y 288d,3 (1-0-2 33.33%),2 (0.67),←,
43,"Bauer, Jacob",22y 298d,10 (2-0-8 20.00%),11 (1.10),←,
46,"Blight, Jacob",23y 105d,6 (1-0-5 16.67%),1 (0.17),←,
35,"Broad, Nathan",31y 348d,151 (88-3-60 59.27%),4 (0.03),←,
30,"Brown, Tom",21y 242d,22 (3-0-19 13.64%),6 (0.27),←,
44,"Campbell, Seth",20y 90d,24 (3-0-21 12.50%),17 (0.71),←,
27,"Dow, Thomson",23y 164d,37 (9-1-27 25.68%),1 (0.03),←,
48,"Green, Steely",21y 79d,9 (1-0-8 11.11%),5 (0.56),←,
2,"Hopper, Jacob",28y 51d,145 (71-3-71 50.00%),53 (0.37),31 (8-1-22 27.42%),11 (0.35)
22,"Lalor, Sam",18y 211d,3 (1-0-2 33.33%),3 (1.00),←,
19,"Lynch, Tom",32y 149d,222 (92-4-126 42.34%),464 (2.09),91 (55-3-33 62.09%),210 (2.31)
7,"Mansell, Rhyan",24y 298d,56 (15-1-40 27.68%),33 (0.59),←,
33,"McIntosh, Kamdyn",30y 360d,193 (108-3-82 56.74%),56 (0.29),←,
12,"Miller, Ben",25y 210d,49 (15-3-31 33.67%),9 (0.18),←,
25,"Nankervis, Toby",30y 229d,160 (91-2-67 57.50%),41 (0.26),148 (84-2-62 57.43%),38 (0.26)
5,"Ross, Jack",24y 207d,73 (35-2-36 49.32%),17 (0.23),←,
15,"Short, Jayden",29y 64d,178 (95-4-79 54.49%),35 (0.20),←,
49,"Smith, Kaleb",20y 129d,6 (0-0-6 0.00%),1 (0.17),←,
40,"Sonsie, Tyler",22y 61d,26 (7-1-18 28.85%),7 (0.27),←,
14,"Taranto, Tim",27y 60d,155 (72-3-80 47.42%),73 (0.47),41 (13-1-27 32.93%),25 (0.61)
31,"Trainor, Luke",18y 353d,3 (1-0-2 33.33%),,←,
36,"Trezise, James",22y 287d,11 (1-0-10 9.09%),,←,
1,"Vlastuin, Nick",30y 344d,236 (132-4-100 56.78%),29 (0.12),←,
Totals,Totals,24y 296d,1778 (844-34-900 47.47%),868 (0.49),,
C,"Yze, Adem",47y 189d,27 (4-0-23 14.81%),,26 (3-0-23 11.54%),
