Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Bowey, Jake",10,4,7,17,,,,3.0,2.0,3.0,1.0,5.0,1.0,2.0,,6.0,12.0,,,1.0,,,77.0
37,"Chandler, Kade",10,6,6,16,,1.0,,4.0,2.0,3.0,2.0,2.0,1.0,,,7.0,10.0,,1.0,,,1.0,83.0
31,"Fritsch, Bayley",9,6,4,13,2,1.0,,2.0,,4.0,,3.0,2.0,,,6.0,8.0,3.0,4.0,2.0,,,90.0
11,"Gawn, Max",10,3,11,21,1,1.0,35.0,9.0,3.0,4.0,7.0,4.0,4.0,1.0,,17.0,6.0,2.0,1.0,1.0,,,84.0
42,"Johnson, Aidan",1,,5,6,,,1.0,2.0,,,1.0,7.0,,3.0,,5.0,2.0,,,4.0,,2.0,63.0
15,"Langdon, Ed",12,5,19,31,,,,8.0,1.0,5.0,1.0,,,,,8.0,22.0,,,,3.0,1.0,78.0
19,"Langford, Harvey",11,3,10,21,,1.0,,1.0,2.0,4.0,3.0,2.0,,,,9.0,12.0,,,1.0,1.0,1.0,85.0
8,"Lever, Jake",4,1,8,12,,,,3.0,2.0,,,2.0,,,,6.0,5.0,,,5.0,,,97.0
20,"Lindsay, Xavier",13,4,9,22,,,,3.0,1.0,2.0,2.0,2.0,1.0,1.0,,5.0,17.0,,,,,,80.0
1,"May, Steven",8,5,4,12,,,,1.0,2.0,,,,1.0,,,3.0,6.0,,,1.0,2.0,,95.0
4,"McVee, Judd",14,8,7,21,,,,1.0,4.0,3.0,2.0,4.0,2.0,1.0,,5.0,17.0,,,3.0,,,83.0
18,"Melksham, Jake",6,2,4,10,3,2.0,,2.0,,,1.0,2.0,3.0,1.0,,6.0,4.0,,2.0,3.0,,,80.0
13,"Oliver, Clayton",13,2,18,31,1,,,12.0,1.0,5.0,3.0,6.0,1.0,2.0,,10.0,19.0,,1.0,,,,80.0
5,"Petracca, Christian",14,3,14,28,1,2.0,,4.0,2.0,5.0,2.0,4.0,1.0,,1.0,14.0,15.0,,1.0,,1.0,2.0,86.0
35,"Petty, Harry",3,1,4,7,1,,,2.0,,2.0,,2.0,1.0,,,5.0,2.0,,,3.0,,1.0,74.0
36,"Pickett, Kysaiah",18,4,6,24,5,4.0,,4.0,,3.0,6.0,4.0,1.0,1.0,3.0,11.0,13.0,1.0,4.0,1.0,2.0,,76.0
24,"Rivers, Trent",10,2,7,17,,,,9.0,1.0,3.0,4.0,3.0,,1.0,,8.0,9.0,,,3.0,,,77.0
3,"Salem, Christian",20,11,11,31,1,1.0,,4.0,1.0,4.0,6.0,3.0,1.0,,2.0,11.0,18.0,1.0,1.0,1.0,,1.0,87.0
30 ↑,"Sharp, Harry",5,1,2,7,2,,,1.0,,2.0,,1.0,,,,2.0,5.0,,,1.0,1.0,1.0,33.0
9 ↓,"Spargo, Charlie",2,,2,4,,,,4.0,,2.0,,1.0,1.0,,,2.0,3.0,,,,,,51.0
32,"Sparrow, Tom",7,1,4,11,2,1.0,,5.0,,,,2.0,,,,3.0,7.0,,1.0,1.0,,,77.0
10,"Turner, Daniel",11,8,5,16,,,,2.0,5.0,2.0,,2.0,,1.0,,4.0,11.0,1.0,,6.0,,,90.0
6,"Windsor, Caleb",15,3,9,24,,,,3.0,3.0,8.0,2.0,2.0,1.0,,,4.0,21.0,1.0,,,,2.0,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,226,83,176,402,19,17.0,36.0,89.0,32.0,64.0,43.0,63.0,22.0,14.0,6.0,157.0,244.0,9.0,16.0,37.0,10.0,12.0,
Opposition,Opposition,189,72,146,335,12,6.0,51.0,82.0,44.0,44.0,42.0,76.0,14.0,22.0,,130.0,185.0,10.0,7.0,43.0,5.0,9.0,
