Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Febey, Matthew",10,2,8,18,,1.0,,2.0,,,,,3.0,,,,,,,,,,
21,"Febey, Steven",7,1,8,15,,,,,,,,,,1.0,,,,,,,,,
24,"Gilbert, Phil",3,1,3,6,,,,,,,,,,1.0,,,,,,,,,
14,"Grinter, Rod",5,4,2,7,2,,,1.0,,,,,1.0,,,,,,,,,,
30,"Hopgood, Paul",4,,3,7,,,,,,,,,2.0,2.0,,,,,,,,,
13,"Jakovich, Allen",8,6,2,10,1,6.0,,,,,,,,,,,,,,,,,
7,"Kowal, Darren",6,1,4,10,3,,,2.0,,,,,1.0,,,,,,,,,,
16,"Lovell, Andy",4,,9,13,2,,,2.0,,,,,2.0,2.0,,,,,,,,,
6,"Lovett, Glenn",7,1,13,20,,,,1.0,,,,,1.0,,,,,,,,,,
3,"Lyon, Garry",18,8,4,22,3,2.0,1.0,1.0,,,,,2.0,2.0,,,,,,,,,
38,"Neitz, David",15,10,9,24,1,,1.0,,,,,,2.0,2.0,,,,,,,,,
29,"Obst, Andrew",7,,13,20,1,,2.0,6.0,,,,,3.0,3.0,,,,,,,,,
15,"Robins, Haydn",,,1,1,,,,,,,,,,,,,,,,,,,
41,"Rohde, Peter",3,2,5,8,,,1.0,2.0,,,,,1.0,3.0,,,,,,,,,
42,"Simister, Scott",7,1,9,16,,,,1.0,,,,,2.0,5.0,,,,,,,,,
18,"Stretch, Steven",13,,5,18,,,,4.0,,,,,2.0,1.0,,,,,,,,,
11,"Stynes, Jim",13,3,11,24,1,1.0,16.0,,,,,,5.0,3.0,,,,,,,,,
2,"Tingay, Stephen",14,3,10,24,,1.0,,5.0,,,,,1.0,3.0,,,,,,,,,
12,"Viney, Todd",16,5,17,33,1,1.0,,1.0,,,,,3.0,3.0,,,,,,,,,
8,"Yeats, Graeme",1,,1,2,1,,,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,161,48,137,298,16,13.0,21.0,28.0,,,,,31.0,32.0,,,,,,,,,
Opposition,Opposition,181,66,98,279,23,11.0,17.0,37.0,,,,,32.0,31.0,6.0,,,,,,,,
