Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
20,"Black, Simon",30y 106d,248 (148-3-97 60.28%),151 (0.61),←,
36,"Bradshaw, Daniel",30y 239d,217 (123-2-92 57.14%),478 (2.20),214 (120-2-92 56.54%),478 (2.23)
17,"Brennan, Jared",24y 355d,93 (46-2-45 50.54%),63 (0.68),←,
16,"Brown, Jonathan",27y 262d,176 (112-2-62 64.20%),393 (2.23),←,
1,"Clark, Mitch",21y 272d,38 (18-1-19 48.68%),24 (0.63),←,
22,"Collier, Tom",20y 115d,11 (5-0-6 45.45%),1 (0.09),←,
34,"Dalziell, Bradd",22y 125d,13 (5-0-8 38.46%),4 (0.31),←,
39,"Drummond, Josh",26y 90d,58 (28-1-29 49.14%),23 (0.40),←,
26,"Macdonald, Joel",24y 281d,74 (42-0-32 56.76%),6 (0.08),←,
9,"McGrath, Ashley",26y 59d,129 (72-1-56 56.20%),102 (0.79),←,
21,"Merrett, Daniel",24y 218d,80 (36-2-42 46.25%),16 (0.20),←,
8,"Notting, Tim",30y 270d,204 (120-3-81 59.56%),137 (0.67),←,
24,"Patfull, Joel",24y 223d,70 (32-2-36 47.14%),19 (0.27),←,
31,"Polkinghorne, James",20y 178d,16 (10-0-6 62.50%),10 (0.63),←,
6,"Power, Luke",29y 191d,233 (137-2-94 59.23%),197 (0.85),←,
2,"Proud, Albert",20y 315d,21 (11-0-10 52.38%),4 (0.19),←,
30,"Redden, Jack",18y 221d,2 (2-0-0 100.00%),1 (0.50),←,
10,"Rich, Daniel",19y 41d,16 (10-0-6 62.50%),10 (0.63),←,
35,"Rischitelli, Michael",23y 191d,81 (38-2-41 48.15%),33 (0.41),←,
3,"Sheldon, Sam",20y 132d,11 (8-0-3 72.73%),,←,
11,"Sherman, Justin",22y 173d,89 (38-2-49 43.82%),64 (0.72),←,
32,"Stiller, Cheynee",23y 76d,60 (26-2-32 45.00%),15 (0.25),←,
Totals,Totals,24y 88d,1940 (1067-27-846 55.00%),1751 (0.90),,
C,"Voss, Michael",34y 11d,16 (10-0-6 62.50%),,←,
