Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Ball, Luke",10,4,14,24,1,1.0,1.0,12.0,,3.0,8.0,3.0,1.0,2.0,,11.0,13.0,1.0,,4.0,,3.0,80.0
11,"Blair, Jarryd",6,3,6,12,1,,,4.0,,3.0,1.0,1.0,3.0,,,6.0,6.0,,1.0,1.0,,1.0,73.0
15,"Brown, Leigh",2,2,5,7,,,8.0,,,,1.0,1.0,,1.0,,5.0,3.0,1.0,,6.0,,,71.0
32,"Cloke, Travis",18,8,,18,6,4.0,,4.0,,4.0,,,2.0,,3.0,10.0,7.0,7.0,6.0,2.0,,1.0,94.0
1,"Davis, Leon",14,1,3,17,,3.0,,6.0,4.0,4.0,,4.0,1.0,3.0,,7.0,8.0,1.0,,2.0,1.0,1.0,96.0
31,"Dawes, Chris",7,6,6,13,1,2.0,,1.0,,,,,2.0,,,9.0,4.0,3.0,3.0,1.0,,,91.0
4 ↓,"Didak, Alan",7,1,2,9,,,,,,3.0,2.0,1.0,1.0,1.0,,3.0,6.0,,,1.0,,1.0,39.0
6,"Goldsack, Tyson",1,2,10,11,,,,6.0,,,2.0,,1.0,,,6.0,6.0,,,1.0,,,78.0
7,"Krakouer, Andrew",10,3,3,13,,,,4.0,1.0,3.0,2.0,2.0,3.0,1.0,,8.0,6.0,,,2.0,,,77.0
8,"Lumumba, Heritier",7,3,6,13,,1.0,,2.0,,4.0,1.0,1.0,1.0,1.0,,3.0,11.0,,,4.0,1.0,1.0,97.0
5,"Maxwell, Nick",11,6,7,18,,1.0,1.0,2.0,4.0,1.0,,2.0,2.0,1.0,,6.0,10.0,,1.0,5.0,,,84.0
3 ↑,"McCarthy, John",3,2,4,7,,,,,,2.0,1.0,1.0,,,,2.0,5.0,,,,,,40.0
10,"Pendlebury, Scott",14,4,11,25,1,,,7.0,1.0,7.0,3.0,3.0,,1.0,,12.0,12.0,,,2.0,,1.0,87.0
20,"Reid, Ben",11,8,5,16,,,,1.0,2.0,2.0,,1.0,1.0,,,5.0,12.0,1.0,,5.0,,,94.0
39,"Shaw, Heath",13,4,5,18,,,,1.0,2.0,5.0,1.0,1.0,,1.0,,6.0,10.0,1.0,,3.0,3.0,,94.0
22,"Sidebottom, Steele",4,2,8,12,1,1.0,,4.0,1.0,3.0,2.0,2.0,,2.0,,5.0,8.0,,,3.0,1.0,,77.0
36,"Swan, Dane",23,8,10,33,1,4.0,,1.0,5.0,6.0,8.0,3.0,1.0,1.0,2.0,16.0,18.0,,2.0,,3.0,1.0,87.0
2,"Tarrant, Chris",4,4,4,8,,,,1.0,2.0,,,1.0,2.0,1.0,,4.0,4.0,1.0,,12.0,,,99.0
13,"Thomas, Dale",13,4,5,18,,3.0,,5.0,1.0,4.0,2.0,3.0,2.0,1.0,,11.0,7.0,2.0,2.0,1.0,1.0,,89.0
34,"Toovey, Alan",5,3,5,10,,,,6.0,2.0,1.0,1.0,1.0,,1.0,,4.0,5.0,1.0,,,1.0,,93.0
21,"Wellingham, Sharrod",8,4,5,13,1,,,4.0,,2.0,,2.0,,,,3.0,10.0,,,1.0,,,80.0
19,"Wood, Cameron",3,2,6,9,,,21.0,2.0,,1.0,,2.0,,1.0,,2.0,6.0,1.0,,6.0,,,78.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,84,130,324,13,21.0,31.0,73.0,25.0,58.0,35.0,35.0,23.0,19.0,5.0,144.0,177.0,20.0,15.0,62.0,11.0,10.0,
Opposition,Opposition,186,71,144,330,14,9.0,49.0,74.0,37.0,42.0,37.0,49.0,19.0,23.0,1.0,152.0,176.0,11.0,5.0,59.0,1.0,10.0,
