Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Aliir, Aliir",24y 241d,35 (18-0-17 51.43%),1 (0.03),←,
22,"Blakey, Nick",19y 66d,6 (1-0-5 16.67%),5 (0.83),←,
7,"Cunningham, Harry",25y 149d,111 (71-0-40 63.96%),48 (0.43),←,
34,"Dawson, Jordan",22y 25d,11 (3-0-8 27.27%),9 (0.82),←,
13,"Florent, Oliver",20y 286d,39 (19-0-20 48.72%),16 (0.41),←,
42,"Fox, Robbie",26y 18d,14 (4-0-10 28.57%),5 (0.36),←,
9,"Hayward, Will",20y 190d,44 (25-0-19 56.82%),57 (1.30),←,
5,"Heeney, Isaac",22y 364d,87 (57-0-30 65.52%),90 (1.03),←,
29,"Hewett, George",23y 126d,78 (49-0-29 62.82%),30 (0.38),←,
15,"Jack, Kieren",31y 310d,251 (156-3-92 62.75%),164 (0.65),←,
10,"Jones, Zak",24y 50d,80 (45-0-35 56.25%),21 (0.26),←,
12,"Kennedy, Josh",30y 318d,234 (147-2-85 63.25%),144 (0.62),221 (142-2-77 64.71%),140 (0.63)
44,"Lloyd, Jake",25y 226d,122 (81-0-41 66.39%),27 (0.22),←,
30,"McCartin, Tom",19y 125d,20 (10-0-10 50.00%),10 (0.50),←,
43,"Melican, Lewis",22y 181d,24 (15-0-9 62.50%),1 (0.04),←,
14,"Mills, Callum",22y 32d,62 (37-0-25 59.68%),3 (0.05),←,
11,"Papley, Tom",22y 295d,67 (43-0-24 64.18%),92 (1.37),←,
26,"Parker, Luke",26y 191d,180 (117-1-62 65.28%),146 (0.81),←,
24,"Rampe, Dane",28y 336d,145 (96-1-48 66.55%),6 (0.04),←,
20,"Reid, Sam",27y 128d,128 (85-2-41 67.19%),132 (1.03),←,
18,"Sinclair, Callum",29y 223d,94 (61-1-32 65.43%),57 (0.61),65 (39-0-26 60.00%),39 (0.60)
6,"Thurlow, Jackson",25y 37d,51 (29-1-21 57.84%),11 (0.22),5 (1-0-4 20.00%),
Totals,Totals,24y 228d,1883 (1169-11-703 62.08%),1075 (0.57),,
C,"Longmire, John",48y 124d,203 (132-2-69 65.52%),,←,
