Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",6,2,,6,,,,5.0,3.0,,,1.0,,1.0,,2.0,2.0,1.0,,3.0,2.0,,100.0
16,"Brown, Leigh",2,2,2,4,,,2.0,,,1.0,,1.0,1.0,,,1.0,4.0,,,,,,100.0
2,"Colbert, Leigh",9,10,7,16,,,,2.0,1.0,,1.0,,1.0,,,6.0,11.0,1.0,,6.0,,,100.0
24,"Firrito, Michael",12,5,4,16,,1.0,3.0,1.0,5.0,4.0,2.0,,1.0,,,8.0,9.0,1.0,,2.0,,,84.0
6,"Grant, Shannon",14,5,8,22,3,2.0,,2.0,,6.0,3.0,1.0,3.0,,2.0,8.0,14.0,1.0,1.0,2.0,,2.0,91.0
39,"Harding, Leigh",5,4,2,7,1,1.0,,,,,,2.0,1.0,2.0,,4.0,4.0,1.0,2.0,,,,61.0
4,"Harris, Daniel",5,2,10,15,,1.0,,7.0,,3.0,4.0,1.0,1.0,,,11.0,3.0,,,4.0,,,69.0
29,"Harvey, Brent",10,3,3,13,2,,,1.0,1.0,1.0,,1.0,1.0,1.0,,5.0,7.0,1.0,1.0,,1.0,,84.0
21,"Jones, Corey",5,3,1,6,1,,1.0,2.0,,2.0,2.0,1.0,,,,3.0,3.0,1.0,1.0,2.0,,2.0,45.0
34,"King, David",13,4,,13,1,,,3.0,3.0,6.0,1.0,3.0,2.0,,,5.0,7.0,,1.0,1.0,3.0,1.0,71.0
35,"Makepeace, Troy",9,3,4,13,,1.0,,4.0,4.0,2.0,1.0,,1.0,,,6.0,7.0,,,4.0,,,97.0
19,"Motlop, Daniel",13,7,2,15,1,3.0,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,,9.0,5.0,3.0,,1.0,,,80.0
20,"Petrie, Drew",5,2,2,7,,,5.0,1.0,1.0,3.0,3.0,7.0,2.0,4.0,,6.0,3.0,,,5.0,,,82.0
17,"Porter, Mark",3,3,8,11,,,7.0,,2.0,1.0,3.0,2.0,3.0,1.0,,8.0,3.0,1.0,,1.0,,,52.0
3,"Rawlings, Brady",14,6,3,17,,3.0,,2.0,1.0,3.0,2.0,,1.0,,1.0,5.0,11.0,1.0,3.0,3.0,,,100.0
26,"Rocca, Saverio",10,8,,10,5,2.0,3.0,,,1.0,,3.0,,,,5.0,5.0,4.0,7.0,4.0,,,95.0
7,"Simpson, Adam",15,8,8,23,,,4.0,5.0,3.0,6.0,4.0,1.0,1.0,,,6.0,16.0,,,1.0,1.0,1.0,97.0
9,"Sinclair, Jess",12,4,2,14,,,,5.0,4.0,2.0,2.0,1.0,,,,4.0,9.0,,,3.0,,1.0,92.0
10,"Stevens, Anthony",15,4,2,17,,,,3.0,3.0,5.0,1.0,1.0,1.0,,,5.0,12.0,,,,4.0,1.0,91.0
12,"Stevens, Michael",2,1,2,4,,,,2.0,,1.0,,2.0,1.0,1.0,,1.0,4.0,,,,,,28.0
36,"Watt, Shannon",7,2,4,11,,,,,6.0,,,2.0,,1.0,,6.0,4.0,,,4.0,,,100.0
8,"Wells, Daniel",16,5,6,22,,,4.0,3.0,,1.0,5.0,,1.0,,,9.0,13.0,,,1.0,2.0,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,93,80,282,14,16.0,30.0,49.0,37.0,53.0,35.0,31.0,23.0,12.0,3.0,123.0,156.0,16.0,16.0,47.0,13.0,8.0,
Opposition,Opposition,177,99,106,283,12,7.0,31.0,34.0,35.0,51.0,29.0,56.0,12.0,23.0,3.0,104.0,180.0,15.0,12.0,39.0,7.0,7.0,
