Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Cunningham, Harry",14,6,6,20,,,,4.0,1.0,4.0,1.0,1.0,1.0,,,3.0,18.0,,2.0,,2.0,2.0,87.0
13,"Florent, Oliver",15,5,12,27,,,,2.0,2.0,4.0,4.0,6.0,,2.0,,11.0,15.0,1.0,1.0,1.0,,,85.0
23,"Franklin, Lance",18,12,,18,4,4.0,,,,4.0,,1.0,,,3.0,4.0,14.0,2.0,8.0,,,2.0,87.0
39,"Grundy, Heath",9,9,9,18,,,,1.0,4.0,1.0,,1.0,,1.0,,4.0,14.0,1.0,,6.0,1.0,,82.0
4,"Hannebery, Dan",3,3,13,16,,,,2.0,2.0,2.0,2.0,1.0,,1.0,,4.0,12.0,,,1.0,,,76.0
9,"Hayward, Will",5,3,5,10,2,,,4.0,,2.0,1.0,2.0,,2.0,,5.0,6.0,2.0,1.0,,,1.0,88.0
5,"Heeney, Isaac",14,8,13,27,1,1.0,,5.0,3.0,4.0,6.0,3.0,2.0,1.0,1.0,13.0,13.0,1.0,1.0,,,,85.0
29,"Hewett, George",4,,15,19,,,,1.0,1.0,,5.0,3.0,1.0,1.0,,11.0,8.0,,,1.0,,,80.0
10,"Jones, Zak",16,5,7,23,1,,,1.0,5.0,1.0,,3.0,2.0,1.0,,3.0,22.0,,1.0,2.0,2.0,1.0,79.0
12,"Kennedy, Josh",13,5,18,31,1,,,5.0,1.0,5.0,6.0,3.0,1.0,1.0,,13.0,18.0,,1.0,1.0,,1.0,85.0
44,"Lloyd, Jake",17,5,12,29,,1.0,,1.0,5.0,3.0,2.0,1.0,,,,3.0,23.0,,,2.0,,,88.0
31,"Marsh, Harrison",5,4,10,15,,,,3.0,4.0,,,2.0,2.0,1.0,,4.0,12.0,,,6.0,,,84.0
30,"McCartin, Tom",5,4,3,8,1,,,1.0,,2.0,,2.0,,1.0,,3.0,4.0,,,3.0,,,78.0
3,"McVeigh, Jarrad",13,5,12,25,,,,3.0,3.0,2.0,,,,,,3.0,22.0,,,3.0,,1.0,80.0
11,"Papley, Tom",9,5,5,14,2,1.0,,2.0,,3.0,3.0,,2.0,,,4.0,10.0,,1.0,,,2.0,71.0
26,"Parker, Luke",14,8,11,25,2,1.0,,4.0,1.0,5.0,3.0,4.0,1.0,,,11.0,14.0,,2.0,1.0,,1.0,86.0
24,"Rampe, Dane",11,6,5,16,,,,4.0,4.0,,,1.0,,,,2.0,14.0,,,6.0,,,96.0
27,"Robinson, Dan",1,3,9,10,,,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,,4.0,6.0,,,2.0,,1.0,70.0
16,"Rohan, Gary",5,1,4,9,2,,5.0,2.0,,3.0,2.0,2.0,3.0,1.0,,5.0,4.0,,,,,1.0,76.0
25,"Ronke, Ben",8,2,5,13,,1.0,,6.0,1.0,1.0,,7.0,1.0,4.0,,5.0,8.0,1.0,2.0,1.0,,1.0,71.0
18,"Sinclair, Callum",11,4,3,14,3,,29.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,8.0,7.0,1.0,3.0,3.0,,2.0,76.0
40,"Smith, Nick",2,3,11,13,,,,1.0,5.0,,,,2.0,,,2.0,11.0,,,1.0,,,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,106,188,400,19,12.0,35.0,58.0,46.0,49.0,39.0,49.0,22.0,20.0,6.0,125.0,275.0,9.0,23.0,40.0,5.0,16.0,
Opposition,Opposition,206,96,138,344,7,13.0,33.0,60.0,28.0,55.0,27.0,44.0,20.0,22.0,,124.0,220.0,9.0,10.0,46.0,6.0,5.0,
