Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",29y 146d,219 (135-0-84 61.64%),120 (0.55),←,
12,"Blakey, John",36y 24d,356 (189-0-167 53.09%),110 (0.31),221 (137-0-84 61.99%),72 (0.33)
22,"Burton, Matthew",32y 90d,134 (55-0-79 41.04%),61 (0.46),64 (33-0-31 51.56%),29 (0.45)
45,"Cochrane, Stuart",24y 28d,47 (22-0-25 46.81%),10 (0.21),←,
2,"Colbert, Leigh",27y 71d,153 (88-1-64 57.84%),63 (0.41),48 (26-0-22 54.17%),13 (0.27)
6,"Grant, Shannon",25y 120d,169 (102-1-66 60.65%),187 (1.11),111 (70-0-41 63.06%),149 (1.34)
39,"Harding, Leigh",21y 113d,21 (11-0-10 52.38%),28 (1.33),←,
29,"Harvey, Brent",24y 95d,126 (80-0-46 63.49%),143 (1.13),←,
34,"King, David",30y 163d,196 (125-0-71 63.78%),106 (0.54),←,
35,"Makepeace, Troy",23y 164d,59 (31-0-28 52.54%),14 (0.24),←,
4,"Martyn, Mick",33y 351d,284 (169-1-114 59.68%),16 (0.06),←,
5,"McCartney, Jason",28y 156d,181 (99-0-82 54.70%),62 (0.34),106 (65-0-41 61.32%),14 (0.13)
32,"Morrell, Digby",22y 311d,23 (12-0-11 52.17%),25 (1.09),←,
28,"Pickett, Byron",25y 6d,118 (73-0-45 61.86%),75 (0.64),←,
17,"Porter, Mark",25y 310d,73 (38-0-35 52.05%),17 (0.23),18 (10-0-8 55.56%),4 (0.22)
3,"Rawlings, Brady",21y 68d,47 (30-0-17 63.83%),19 (0.40),←,
30,"Robbins, Ben",25y 233d,72 (36-2-34 51.39%),16 (0.22),20 (11-0-9 55.00%),2 (0.10)
26,"Rocca, Saverio",28y 270d,197 (89-2-106 45.69%),611 (3.10),41 (19-0-22 46.34%),97 (2.37)
7,"Simpson, Adam",26y 182d,156 (101-0-55 64.74%),50 (0.32),←,
9,"Sinclair, Jess",23y 356d,80 (27-0-53 33.75%),41 (0.51),30 (14-0-16 46.67%),15 (0.50)
13,"Smith, Dylan",20y 30d,9 (4-0-5 44.44%),1 (0.11),←,
40,"Teague, David",21y 104d,23 (12-0-11 52.17%),4 (0.17),←,
Totals,Totals,26y 88d,2743 (1528-7-1208 55.71%),1779 (0.65),,
C,"Pagan, Denis",54y 327d,237 (149-0-88 62.87%),,←,
