North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Leigh",7,4,8,15,,2.0,,8.0,1.0,2.0,1.0,,,,,6.0,8.0,1.0,2.0,,,,84.0
4 ↑,"Anthony, Liam",4,3,,4,,1.0,,1.0,1.0,,,,,,,1.0,3.0,,1.0,,,,40.0
18,"Atley, Shaun",4,1,5,9,,,,3.0,1.0,4.0,1.0,5.0,,,,3.0,6.0,,,3.0,1.0,,68.0
28,"Bastinac, Ryan",8,2,9,17,,1.0,,1.0,4.0,4.0,3.0,1.0,,1.0,,3.0,13.0,,,,2.0,,77.0
33,"Campbell, Matt",2,1,2,4,,1.0,,3.0,,,,1.0,1.0,,,1.0,4.0,,,,,,72.0
45,"Delaney, Luke",5,1,6,11,,,,3.0,2.0,,,3.0,1.0,1.0,,4.0,5.0,,,6.0,,,100.0
27 ↓,"Edwards, Aaron",1,,1,2,,,,2.0,,,,,1.0,,,1.0,1.0,,,,,,46.0
11,"Firrito, Michael",9,1,5,14,,,,3.0,3.0,2.0,,2.0,,1.0,,5.0,8.0,,,9.0,,,100.0
22,"Goldstein, Todd",8,3,5,13,1,,38.0,2.0,2.0,2.0,6.0,4.0,6.0,2.0,,12.0,3.0,2.0,1.0,2.0,,,95.0
24,"Greenwood, Levi",2,,7,9,,,,8.0,3.0,,2.0,2.0,,,,6.0,3.0,,,,,,76.0
6,"Hansen, Lachlan",10,7,5,15,,,,,2.0,,1.0,4.0,1.0,1.0,,5.0,9.0,1.0,,5.0,,,95.0
23,"Harper, Kieran",9,1,6,15,,1.0,,3.0,1.0,5.0,2.0,4.0,,,,11.0,4.0,,,1.0,,,59.0
29,"Harvey, Brent",8,3,4,12,2,1.0,,5.0,,4.0,1.0,4.0,1.0,2.0,,6.0,7.0,1.0,1.0,,,,85.0
42,"McMahon, Scott",8,3,4,12,,,,3.0,1.0,1.0,2.0,,,,,6.0,6.0,,,9.0,1.0,,96.0
39,"Pedersen, Cameron",7,4,5,12,,1.0,5.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,,4.0,7.0,,,1.0,,,96.0
20,"Petrie, Drew",3,1,2,5,,1.0,4.0,1.0,,,1.0,2.0,2.0,1.0,,5.0,1.0,,1.0,1.0,,,100.0
3,"Rawlings, Brady",16,7,7,23,,,,1.0,5.0,2.0,2.0,7.0,1.0,2.0,,7.0,15.0,1.0,,3.0,,,98.0
9,"Swallow, Andrew",14,4,9,23,,,,5.0,1.0,6.0,8.0,4.0,2.0,3.0,,14.0,9.0,,,2.0,,,77.0
12,"Thomas, Lindsay",6,1,,6,,1.0,,4.0,1.0,3.0,2.0,4.0,,1.0,,4.0,2.0,,1.0,2.0,,,83.0
16,"Thompson, Scott",7,4,5,12,,,,1.0,1.0,1.0,,3.0,2.0,1.0,,8.0,6.0,1.0,,4.0,1.0,,100.0
8,"Wells, Daniel",15,2,14,29,,1.0,,6.0,1.0,5.0,7.0,2.0,,,,15.0,14.0,,,2.0,,1.0,83.0
7,"Ziebell, Jack",20,3,7,27,,,,3.0,2.0,4.0,9.0,4.0,2.0,2.0,,16.0,10.0,,,3.0,,,71.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,173,56,116,289,3,12.0,47.0,71.0,36.0,47.0,49.0,57.0,21.0,19.0,,143.0,144.0,7.0,7.0,53.0,5.0,1.0,
Opposition,Opposition,252,90,137,389,22,15.0,25.0,84.0,36.0,66.0,37.0,53.0,19.0,21.0,6.0,170.0,208.0,15.0,21.0,64.0,10.0,15.0,
