Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",30y 254d,166 (109-3-54 66.57%),183 (1.10),←,
36,"Bannister, Jordan",19y 262d,8 (4-1-3 56.25%),,←,
16,"Barnard, Paul",29y 157d,132 (90-1-41 68.56%),66 (0.50),121 (87-1-33 72.31%),62 (0.51)
32,"Blumfield, Justin",24y 238d,123 (83-1-39 67.89%),86 (0.70),←,
23,"Bolton, Mark",23y 108d,30 (18-1-11 61.67%),9 (0.30),←,
33,"Caracella, Blake",25y 127d,118 (81-1-36 69.07%),143 (1.21),←,
26,"Heffernan, Chris",23y 172d,90 (63-1-26 70.56%),36 (0.40),←,
34,"Hille, David",21y 48d,20 (13-0-7 65.00%),10 (0.50),←,
5,"Hird, James",29y 166d,161 (103-5-53 65.53%),258 (1.60),←,
21,"Jacobs, Danny",22y 25d,49 (35-1-13 72.45%),16 (0.33),←,
14,"Johnson, Jason",24y 176d,80 (60-1-19 75.63%),46 (0.57),←,
1,"Johnson, Mark",24y 58d,78 (62-1-15 80.13%),19 (0.24),←,
18,"Lloyd, Matthew",24y 95d,136 (88-2-46 65.44%),488 (3.59),←,
25,"Lucas, Scott",24y 202d,128 (84-1-43 66.02%),198 (1.55),←,
10,"McVeigh, Mark",21y 175d,49 (33-1-15 68.37%),27 (0.55),←,
29,"Moorcroft, Gary",26y 95d,87 (61-0-26 70.11%),91 (1.05),←,
11,"Peverill, Damien",23y 8d,22 (14-1-7 65.91%),7 (0.32),←,
9,"Ramanauskas, Adam",21y 243d,67 (51-1-15 76.87%),38 (0.57),←,
40,"Reynolds, Joel",18y 45d,9 (3-1-5 38.89%),5 (0.56),←,
43,"Rioli, Dean",24y 61d,48 (36-1-11 76.04%),65 (1.35),←,
6,"Wellman, Sean",27y 303d,172 (104-3-65 61.34%),31 (0.18),138 (91-2-45 66.67%),22 (0.16)
41,"Welsh, Andrew",19y 159d,10 (5-1-4 55.00%),,←,
Totals,Totals,24y 12d,1783 (1200-29-554 67.30%),1822 (1.02),,
C,"Sheedy, Kevin",54y 208d,513 (333-6-174 65.50%),,←,
