Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bewick, Darren",4,,2,6,1,1.0,,2.0,,,,,,1.0,,,,,,,,,
40,"Burns, Adrian",5,2,1,6,,1.0,,1.0,,,,,,1.0,,,,,,,,,
23,"Cransberg, Peter",7,2,6,13,,,,,,,,,,1.0,,,,,,,,,
6,"Daniher, Anthony",6,2,3,9,,,,4.0,,,,,1.0,,,,,,,,,,
36,"Daniher, Neale",9,,4,13,2,,,1.0,,,,,2.0,1.0,,,,,,,,,
5,"Daniher, Terry",15,8,3,18,,,,1.0,,,,,3.0,2.0,1.0,,,,,,,,
15,"Ezard, Alan",17,1,5,22,2,1.0,,3.0,,,,,3.0,2.0,,,,,,,,,
29,"Grenvold, David",6,,9,15,,,,1.0,,,,,1.0,,,,,,,,,,
16,"Hamilton, Paul",9,3,4,13,,,,,,,,,2.0,1.0,,,,,,,,,
9,"Kickett, Derek",16,7,10,26,2,1.0,,1.0,,,,,1.0,1.0,2.0,,,,,,,,
4,"Long, Michael",9,2,9,18,1,,1.0,1.0,,,,,2.0,,,,,,,,,,
41,"Manning, Andrew",5,5,10,15,1,1.0,,2.0,,,,,2.0,2.0,,,,,,,,,
10,"ODonnell, Gary",12,1,5,17,,,,1.0,,,,,2.0,2.0,,,,,,,,,
14,"Plain, Bradley",13,4,6,19,,1.0,,,,,,,4.0,1.0,,,,,,,,,
3,"Salmon, Paul",15,12,4,19,1,1.0,14.0,,,,,,2.0,1.0,3.0,,,,,,,,
19,"Somerville, Peter",9,7,2,11,2,1.0,6.0,,,,,,1.0,4.0,,,,,,,,,
17,"Sporn, Kieran",11,5,6,17,1,,,3.0,,,,,1.0,4.0,,,,,,,,,
26,"Thompson, Mark",9,3,,9,,,,,,,,,,1.0,,,,,,,,,
32,"Watson, Tim",12,5,11,23,,,,1.0,,,,,1.0,2.0,,,,,,,,,
24,"Werner, Michael",3,2,,3,2,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,71,100,292,15,11.0,21.0,22.0,,,,,28.0,27.0,6.0,,,,,,,,
Opposition,Opposition,209,72,112,321,10,15.0,11.0,28.0,,,,,27.0,28.0,,,,,,,,,
