Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",29y 18d,242 (134-2-106 55.79%),319 (1.32),50 (10-0-40 20.00%),57 (1.14)
30,"Brown, Campbell",29y 277d,196 (81-1-114 41.58%),96 (0.49),37 (6-0-31 16.22%),32 (0.86)
12,"Day, Sam",20y 268d,32 (6-0-26 18.75%),17 (0.53),←,
15,"Gorringe, Daniel",20y 364d,10 (2-0-8 20.00%),2 (0.20),←,
33,"Hall, Aaron",22y 204d,18 (6-0-12 33.33%),22 (1.22),←,
5,"Harbrow, Jarrod",24y 318d,115 (50-1-64 43.91%),31 (0.27),45 (10-0-35 22.22%),10 (0.22)
42,"Horsley, Kyal",25y 272d,14 (2-0-12 14.29%),3 (0.21),←,
19,"Lynch, Tom",20y 213d,36 (7-0-29 19.44%),33 (0.92),←,
32,"Matera, Brandon",21y 82d,39 (9-0-30 23.08%),33 (0.85),←,
18,"McKenzie, Trent",21y 59d,45 (9-0-36 20.00%),18 (0.40),←,
29,"Murphy, Tom",27y 74d,103 (58-1-44 56.80%),5 (0.05),8 (3-0-5 37.50%),
22,"Nicholls, Tom",21y 89d,2 (0-0-2 0.00%),,←,
1,"OMeara, Jaeger",19y 98d,10 (4-0-6 40.00%),8 (0.80),←,
10,"Prestia, Dion",20y 232d,40 (6-0-34 15.00%),6 (0.15),←,
35,"Rischitelli, Michael",27y 144d,153 (55-3-95 36.93%),65 (0.42),42 (6-0-36 14.29%),18 (0.43)
8,"Russell, Luke",21y 128d,32 (3-0-29 9.38%),15 (0.47),←,
26,"Shaw, Matt",21y 116d,44 (9-0-35 20.45%),16 (0.36),←,
25,"Stanley, Danny",25y 103d,46 (10-0-36 21.74%),23 (0.50),41 (9-0-32 21.95%),23 (0.56)
39,"Sumner, Timmy",18y 235d,1 (0-0-1 0.00%),,←,
24,"Swallow, David",20y 194d,43 (9-0-34 20.93%),20 (0.47),←,
16,"Thompson, Rory",22y 81d,23 (5-0-18 21.74%),5 (0.22),←,
38,"Wilkinson, Joel",21y 184d,21 (2-0-19 9.52%),1 (0.05),←,
Totals,Totals,22y 320d,1265 (467-8-790 36.92%),738 (0.58),,
C,"McKenna, Guy",44y 21d,54 (10-0-44 18.52%),,←,
