Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
19,"Betts, Eddie",24y 232d,136 (51-3-82 38.60%),194 (1.43),←,
18,"Bower, Paul",23y 188d,60 (21-0-39 35.00%),3 (0.05),←,
35,"Curnow, Ed",21y 251d,11 (8-1-2 77.27%),3 (0.27),←,
34,"Duigan, Nick",26y 312d,14 (9-1-4 67.86%),1 (0.07),←,
46,"Ellard, David",22y 125d,20 (12-0-8 60.00%),12 (0.60),←,
38,"Garlett, Jeff",21y 347d,46 (27-1-18 59.78%),87 (1.89),←,
4,"Gibbs, Bryce",22y 123d,105 (47-1-57 45.24%),47 (0.45),←,
23,"Henderson, Lachie",21y 214d,41 (19-1-21 47.56%),30 (0.73),26 (11-1-14 44.23%),27 (1.04)
45,"Joseph, Aaron",22y 12d,50 (27-0-23 54.00%),7 (0.14),←,
5,"Judd, Chris",27y 311d,214 (126-3-85 59.58%),187 (0.87),80 (42-1-37 53.13%),49 (0.61)
8,"Kreuzer, Matthew",22y 64d,62 (33-0-29 53.23%),33 (0.53),←,
15,"Laidler, Jeremy",21y 345d,13 (7-1-5 57.69%),1 (0.08),11 (6-1-4 59.09%),1 (0.09)
3,"Murphy, Marc",23y 362d,118 (50-1-67 42.80%),99 (0.84),←,
12,"Robinson, Mitch",22y 39d,41 (24-1-16 59.76%),26 (0.63),←,
29,"Scotland, Heath",30y 360d,215 (85-2-128 40.00%),69 (0.32),162 (62-2-98 38.89%),57 (0.35)
6,"Simpson, Kade",27y 72d,149 (58-2-89 39.60%),91 (0.61),←,
32,"Thornton, Bret",27y 243d,174 (60-1-113 34.77%),15 (0.09),←,
39,"Twomey, Wayde",25y 176d,1 (0-0-1 0.00%),1 (1.00),←,
1,"Walker, Andrew",25y 59d,119 (40-3-76 34.87%),77 (0.65),←,
11,"Warnock, Robert",24y 178d,45 (22-1-22 50.00%),11 (0.24),24 (12-1-11 52.08%),7 (0.29)
10,"Watson, Matthew",19y,3 (1-0-2 33.33%),,←,
13,"Yarran, Chris",20y 209d,37 (18-1-18 50.00%),28 (0.76),←,
Totals,Totals,23y 325d,1674 (745-24-905 44.50%),1022 (0.61),,
C,"Ratten, Brett",40y 5d,90 (44-1-45 49.44%),,←,
