Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Ablett, Gary",19,10,,19,7,8.0,,,,,,,,1.0,,,,,,,,,
6,"Barnes, John",5,8,11,16,,,18.0,1.0,,,,,,2.0,,,,,,,,,
9,"Breuer, Shayne",8,2,1,9,2,,,,,,,,,,,,,,,,,,
16,"Brownless, Bill",11,10,5,16,1,,1.0,,,,,,,2.0,,,,,,,,,
40,"Brown, Paul",7,2,5,12,,,,3.0,,,,,3.0,,,,,,,,,,
7,"Couch, Paul",13,3,9,22,1,,,3.0,,,,,3.0,1.0,,,,,,,,,
38,"Crothers, Shane",,,,,,,3.0,,,,,,,,,,,,,,,,
36,"Graham, Ben",7,3,6,13,,,,3.0,,,,,,2.0,,,,,,,,,
42,"Hickmott, Adrian",12,10,15,27,1,1.0,,2.0,,,,,,1.0,,,,,,,,,
29,"Hinkley, Ken",4,3,2,6,1,2.0,,,,,,,,,,,,,,,,,
32,"Hocking, Garry",14,4,16,30,1,1.0,,2.0,,,,,1.0,4.0,2.0,,,,,,,,
4,"Lord, Aaron",12,3,8,20,,1.0,,,,,,,1.0,2.0,,,,,,,,,
18,"Lynch, Paul",4,2,3,7,,,,,,,,,,,,,,,,,,,
21,"Mansfield, Michael",10,7,9,19,,,,1.0,,,,,,,,,,,,,,,
17,"McGrath, Tim",13,6,3,16,,,,2.0,,,,,,2.0,3.0,,,,,,,,
31,"Mensch, David",6,5,12,18,2,1.0,,,,,,,,,,,,,,,,,
23,"Pickering, Liam",21,6,7,28,,1.0,,5.0,,,,,2.0,1.0,,,,,,,,,
15,"Riccardi, Peter",13,3,7,20,1,2.0,,1.0,,,,,,,,,,,,,,,
12,"Sholl, Brad",13,6,5,18,,,,1.0,,,,,,,1.0,,,,,,,,
37,"Simpson, Sean",13,2,3,16,2,,,3.0,,,,,2.0,3.0,,,,,,,,,
11,"Tudor, Leigh",12,3,4,16,5,,,2.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,217,98,131,348,24,19.0,22.0,29.0,,,,,13.0,21.0,6.0,,,,,,,,
Opposition,Opposition,155,40,78,233,14,7.0,16.0,38.0,,,,,21.0,13.0,,,,,,,,,
