North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
3,"Anderson, Jed",24y 64d,28 (14-0-14 50.00%),11 (0.39),18 (7-0-11 38.89%),7 (0.39)
18,"Atley, Shaun",25y 206d,157 (80-0-77 50.96%),27 (0.17),←,
50,"Brown, Ben",25y 138d,80 (43-0-37 53.75%),164 (2.05),←,
13,"Clarke, Ryan",20y 294d,24 (8-0-16 33.33%),6 (0.25),←,
10,"Cunnington, Ben",26y 281d,168 (87-0-81 51.79%),71 (0.42),←,
9,"Davies-Uniacke, Luke",18y 303d,3 (1-0-2 33.33%),,←,
1,"Daw, Majak",27y 27d,33 (11-0-22 33.33%),30 (0.91),←,
14,"Dumont, Trent",22y 281d,42 (12-0-30 28.57%),15 (0.36),←,
22,"Goldstein, Todd",29y 280d,193 (98-1-94 51.04%),103 (0.53),←,
39,"Hartung, Billy",23y 73d,66 (44-1-21 67.42%),29 (0.44),3 (1-0-2 33.33%),2 (0.67)
4,"Higgins, Shaun",30y 34d,186 (87-1-98 47.04%),197 (1.06),57 (29-0-28 50.88%),69 (1.21)
8,"Hrovat, Nathan",23y 304d,55 (21-0-34 38.18%),29 (0.53),25 (7-0-18 28.00%),15 (0.60)
5,"Jacobs, Ben",26y 88d,80 (39-0-41 48.75%),11 (0.14),54 (34-0-20 62.96%),6 (0.11)
34,"Macmillan, Jamie",26y 196d,120 (62-0-58 51.67%),43 (0.36),←,
11,"McDonald, Luke",23y 57d,77 (40-0-37 51.95%),11 (0.14),←,
12,"Simpkin, Jy",20y 33d,16 (4-0-12 25.00%),10 (0.63),←,
16,"Thompson, Scott",31y 333d,203 (97-2-104 48.28%),7 (0.03),←,
28,"Turner, Kayne",22y 97d,39 (20-0-19 51.28%),34 (0.87),←,
33,"Vickers-Willis, Ed",22y 10d,10 (5-0-5 50.00%),,←,
30,"Waite, Jarrad",35y 62d,234 (97-4-133 42.31%),349 (1.49),50 (31-0-19 62.00%),97 (1.94)
2,"Williams, Marley",24y 259d,84 (41-0-43 48.81%),9 (0.11),16 (5-0-11 31.25%),3 (0.19)
7,"Ziebell, Jack",27y 38d,169 (81-0-88 47.93%),106 (0.63),←,
Totals,Totals,25y 124d,2067 (992-9-1066 47.99%),1262 (0.61),,
C,"Scott, Brad",41y 339d,182 (92-0-90 50.55%),,←,
