Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",12,7,7,19,1,,,3.0,,,,,,,,,,,,,,,
1,"Champion, Richard",16,6,9,25,,,,2.0,,,,,1.0,,,,,,,,,,
12,"Clarke, Troy",18,5,5,23,1,,,4.0,,,,,2.0,1.0,,,,,,,,,
4,"Gastev, John",9,8,10,19,,,,2.0,,,,,,1.0,2.0,,,,,,,,
34,"Green, Ashley",2,,,2,1,,,,,,,,,,,,,,,,,,
14,"Hamilton, Shane",15,8,6,21,1,1.0,,4.0,,,,,,,,,,,,,,,
32,"Hart, Shaun",17,6,8,25,,2.0,,2.0,,,,,,,,,,,,,,,
11,"Hutton, John",13,7,3,16,3,1.0,1.0,2.0,,,,,2.0,2.0,,,,,,,,,
8,"Jeffrey, Russell",12,5,13,25,,,1.0,,,,,,,,,,,,,,,,
41,"Kennedy, Matthew",12,7,2,14,1,,,2.0,,,,,,1.0,,,,,,,,,
17,"Leslie, Martin",18,9,13,31,,,1.0,2.0,,,,,,6.0,3.0,,,,,,,,
7,"McIvor, Scott",10,8,2,12,5,,1.0,2.0,,,,,,1.0,1.0,,,,,,,,
40,"McLuckie, Steven",9,2,7,16,,,,1.0,,,,,,,,,,,,,,,
26,"Noonan, Danny",15,6,6,21,2,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
27,"Rendell, Matthew",5,4,10,15,,,19.0,1.0,,,,,2.0,,,,,,,,,,
6,"Retzlaff, Brendon",19,5,8,27,,,,2.0,,,,,2.0,1.0,,,,,,,,,
13,"Shephard, Heath",3,1,,3,,,,1.0,,,,,1.0,3.0,,,,,,,,,
33,"White, Darryl",7,5,7,14,,1.0,1.0,2.0,,,,,,,,,,,,,,,
18,"Worsfold, Peter",12,6,4,16,1,,,1.0,,,,,1.0,2.0,,,,,,,,,
21,"Zanotti, Mark",17,5,12,29,,,,1.0,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,241,110,132,373,16,7.0,24.0,36.0,,,,,14.0,21.0,6.0,,,,,,,,
Opposition,Opposition,230,92,121,351,11,11.0,13.0,30.0,,,,,21.0,14.0,,,,,,,,,
