Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Ablett, Luke",11,3,5,16,,1.0,,1.0,1.0,1.0,3.0,,,,,6.0,10.0,,,2.0,,,90.0
21,"Barry, Leo",2,3,7,9,,,,2.0,1.0,,1.0,5.0,1.0,4.0,,3.0,6.0,,,1.0,3.0,,67.0
42,"Bevan, Paul",10,4,7,17,2,3.0,,3.0,1.0,1.0,1.0,1.0,3.0,1.0,,5.0,12.0,,1.0,1.0,,1.0,95.0
14,"Bird, Craig",4,2,4,8,,,,3.0,1.0,1.0,1.0,1.0,,,,4.0,5.0,,,1.0,1.0,1.0,60.0
6,"Bolton, Craig",6,6,9,15,,,,2.0,4.0,2.0,,1.0,2.0,,,4.0,12.0,,,4.0,2.0,,95.0
24,"Bolton, Jude",9,3,17,26,1,,,6.0,1.0,5.0,7.0,2.0,3.0,1.0,,20.0,9.0,,,1.0,,,90.0
10,"Everitt, Peter",7,5,6,13,,,16.0,,4.0,1.0,1.0,,1.0,,,7.0,6.0,2.0,,1.0,,,58.0
37,"Goodes, Adam",7,4,,7,2,2.0,,3.0,1.0,1.0,1.0,4.0,,1.0,,3.0,4.0,2.0,3.0,1.0,,,92.0
39,"Grundy, Heath",4,2,4,8,,,,3.0,1.0,,1.0,1.0,,,,2.0,5.0,,,5.0,2.0,1.0,78.0
15,"Jack, Kieren",10,3,4,14,,,,4.0,,8.0,3.0,3.0,,3.0,,4.0,10.0,,,,1.0,2.0,84.0
16,"Jolly, Darren",11,9,3,14,2,1.0,25.0,2.0,,3.0,2.0,3.0,2.0,1.0,2.0,9.0,5.0,5.0,2.0,,,,72.0
17,"Kennelly, Tadhg",7,2,7,14,,,,2.0,2.0,2.0,,2.0,,1.0,,5.0,10.0,1.0,,,3.0,,91.0
31,"Kirk, Brett",8,2,10,18,,,,6.0,1.0,2.0,1.0,5.0,,3.0,,8.0,11.0,,,4.0,,,85.0
29,"Mattner, Martin",10,4,10,20,,,,8.0,4.0,1.0,2.0,3.0,2.0,2.0,,7.0,13.0,,,2.0,,,97.0
3,"McVeigh, Jarrad",11,9,8,19,4,,,2.0,2.0,1.0,3.0,2.0,,2.0,,4.0,15.0,1.0,4.0,,1.0,,87.0
33,"Moore, Jarred",10,2,6,16,2,,,2.0,1.0,5.0,3.0,1.0,2.0,1.0,,8.0,6.0,,,1.0,1.0,1.0,82.0
43,"ODwyer, Matthew",5,1,1,6,,,,2.0,,1.0,,2.0,,2.0,,1.0,5.0,,,1.0,,,66.0
5,"OKeefe, Ryan",24,10,5,29,3,1.0,,6.0,,12.0,1.0,2.0,3.0,1.0,3.0,9.0,18.0,2.0,1.0,1.0,2.0,2.0,81.0
19,"OLoughlin, Michael",5,5,4,9,,2.0,,1.0,,1.0,1.0,,,,,3.0,6.0,,4.0,,,,59.0
26,"Playfair, Henry",9,4,2,11,1,1.0,,3.0,1.0,1.0,,1.0,2.0,1.0,,4.0,7.0,,2.0,1.0,,,85.0
25,"Richards, Ted",9,6,4,13,,,,,2.0,2.0,,2.0,1.0,1.0,,6.0,8.0,2.0,,3.0,,1.0,90.0
30,"Roberts-Thomson, Lewis",5,4,4,9,1,,,3.0,2.0,1.0,1.0,2.0,,1.0,,4.0,4.0,,1.0,5.0,1.0,1.0,95.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,93,127,311,18,13.0,41.0,64.0,30.0,52.0,33.0,43.0,22.0,26.0,5.0,126.0,187.0,15.0,18.0,35.0,17.0,10.0,
Opposition,Opposition,180,75,142,322,18,11.0,34.0,57.0,32.0,49.0,32.0,58.0,26.0,22.0,1.0,129.0,193.0,9.0,12.0,52.0,17.0,10.0,
