Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
39,"Abbott, Paul",9,5,4,13,,,4.0,,,,,,1.0,,,,,,,,,,
14,"Armstrong, Matt",23,9,6,29,1,1.0,,2.0,,,,,1.0,,2.0,,,,,,,,
32,"Baldwin, Jason",14,5,13,27,,1.0,,,,,,,1.0,,,,,,,,,,
17,"Broderick, Paul",8,4,16,24,,,,2.0,,,,,1.0,1.0,,,,,,,,,
22,"Caven, Peter",6,4,5,11,,1.0,,,,,,,,,,,,,,,,,
2,"Dundas, Matthew",,,1,1,,,,,,,,,1.0,,,,,,,,,,
18,"Dunstan, Michael",5,4,3,8,,2.0,,,,,,,1.0,,,,,,,,,,
28,"Elliott, Jamie",10,3,6,16,1,,,3.0,,,,,3.0,1.0,,,,,,,,,
7,"Gale, Michael",8,3,10,18,,,,1.0,,,,,2.0,2.0,,,,,,,,,
6,"Guard, Jeremy",10,4,12,22,,,,4.0,,,,,,3.0,,,,,,,,,
19,"Harding, Dean",3,2,4,7,1,,,2.0,,,,,,,,,,,,,,,
11,"Lynch, Alastair",9,5,3,12,,,,,,,,,1.0,4.0,,,,,,,,,
29,"Lyon, Ross",9,5,5,14,2,1.0,,,,,,,2.0,2.0,,,,,,,,,
30,"Manson, James",4,4,3,7,2,,4.0,,,,,,1.0,,,,,,,,,,
25,"McCarthy, John",8,9,6,14,5,1.0,,1.0,,,,,,,,,,,,,,,
1,"Roos, Paul",12,6,10,22,,2.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,
3,"Seecamp, Marcus",17,3,6,23,,,,,,,,,2.0,,,,,,,,,,
33,"Stephens, Brett",7,,8,15,,,,,,,,,1.0,1.0,,,,,,,,,
8,"Wynd, Jim",24,8,5,29,2,,,4.0,,,,,4.0,2.0,3.0,,,,,,,,
16,"Zanotti, Mark",6,1,1,7,1,,,,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,84,127,319,15,12.0,9.0,20.0,,,,,24.0,19.0,5.0,,,,,,,,
Opposition,Opposition,187,60,132,319,15,13.0,28.0,37.0,,,,,19.0,24.0,1.0,,,,,,,,
