Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",11,4,11,22,1,,,5.0,,,,,,2.0,,,,,,,,,
22,"Bain, David",23,2,3,26,,1.0,,1.0,,,,,1.0,2.0,1.0,,,,,,,,
25,"Campbell, Matthew",15,3,8,23,2,,,,,,,,1.0,1.0,,,,,,,,,
40,"Davidson, Peter",17,7,7,24,,,,1.0,,,,,,,,,,,,,,,
4,"Gastev, John",7,6,11,18,1,1.0,,,,,,,1.0,1.0,,,,,,,,,
5,"Hardie, Brad",6,1,5,11,,1.0,,1.0,,,,,,,,,,,,,,,
9,"Ishchenko, Alex",4,7,10,14,1,,18.0,1.0,,,,,,6.0,,,,,,,,,
17,"Leslie, Martin",11,4,6,17,,,,1.0,,,,,3.0,2.0,,,,,,,,,
16,"Lester-Smith, Rod",10,3,3,13,,,,,,,,,,,,,,,,,,,
7,"McIvor, Scott",10,7,16,26,,,,1.0,,,,,,,,,,,,,,,
24,"Merrett, Roger",6,2,3,9,1,1.0,,2.0,,,,,2.0,4.0,,,,,,,,,
15,"OSullivan, Chris",1,,2,3,,,,1.0,,,,,,1.0,,,,,,,,,
3,"Reynoldson, Steve",2,3,7,9,,,4.0,1.0,,,,,,1.0,,,,,,,,,
8,"Richardson, Michael",15,7,7,22,2,,,2.0,,,,,2.0,3.0,,,,,,,,,
27,"Roberts, Mark",10,3,4,14,,,2.0,,,,,,,1.0,,,,,,,,,
6,"Rowe, Brad",5,1,3,8,,,,1.0,,,,,1.0,1.0,,,,,,,,,
18,"Walsh, Phil",14,6,8,22,,1.0,,1.0,,,,,3.0,2.0,,,,,,,,,
46,"Wearne, David",7,5,6,13,,,,,,,,,1.0,,,,,,,,,,
37,"Withers, Mark",19,4,8,27,,,,1.0,,,,,1.0,,,,,,,,,,
21,"Zanotti, Mark",12,5,4,16,,,,1.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,80,132,337,8,11.0,24.0,21.0,,,,,18.0,28.0,1.0,,,,,,,,
Opposition,Opposition,239,84,122,361,14,16.0,12.0,17.0,,,,,28.0,19.0,5.0,,,,,,,,
