Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",24y 198d,100 (32-1-67 32.50%),36 (0.36),69 (29-1-39 42.75%),24 (0.35)
14,"Aish, James",22y 149d,58 (18-0-40 31.03%),22 (0.38),26 (10-0-16 38.46%),14 (0.54)
17,"Brown, Callum",19y 344d,7 (2-0-5 28.57%),1 (0.14),←,
46,"Cox, Mason",27y 23d,22 (8-0-14 36.36%),27 (1.23),←,
25,"Crisp, Jack",24y 186d,87 (36-1-50 41.95%),42 (0.48),69 (29-1-39 42.75%),32 (0.46)
39,"Crocker, Ben",21y 46d,16 (6-0-10 37.50%),16 (1.00),←,
15,"Dunn, Lynden",30y 327d,185 (52-3-130 28.92%),98 (0.53),20 (9-1-10 47.50%),1 (0.05)
4,"Grundy, Brodie",23y 356d,85 (40-1-44 47.65%),29 (0.34),←,
32,"Hoskin-Elliott, Will",24y 216d,77 (22-1-54 29.22%),65 (0.84),25 (10-1-14 42.00%),23 (0.92)
38,"Howe, Jeremy",27y 281d,144 (40-1-103 28.13%),87 (0.60),44 (18-1-25 42.05%),7 (0.16)
8,"Langdon, Tom",23y 301d,60 (26-1-33 44.17%),2 (0.03),←,
37,"Maynard, Brayden",21y 198d,54 (20-1-33 37.96%),12 (0.22),←,
9,"Murray, Sam",20y 216d,3 (1-0-2 33.33%),,←,
10,"Pendlebury, Scott",30y 89d,255 (151-2-102 59.61%),157 (0.62),←,
21,"Phillips, Tom",21y 334d,27 (11-1-15 42.59%),13 (0.48),←,
20,"Reid, Ben",28y 342d,138 (79-3-56 58.33%),55 (0.40),←,
12,"Scharenberg, Matt",22y 200d,16 (8-1-7 53.13%),,←,
22,"Sidebottom, Steele",27y 94d,188 (113-3-72 60.90%),143 (0.76),←,
35,"Stephenson, Jaidyn",19y 81d,3 (1-0-2 33.33%),,←,
24,"Thomas, Josh",26y 187d,44 (26-1-17 60.23%),32 (0.73),←,
7,"Treloar, Adam",25y 28d,125 (39-1-85 31.60%),77 (0.62),46 (19-1-26 42.39%),29 (0.63)
18,"Varcoe, Travis",29y 361d,188 (137-0-51 72.87%),149 (0.79),50 (23-0-27 46.00%),19 (0.38)
Totals,Totals,24y 274d,1882 (868-22-992 46.12%),1063 (0.56),,
C,"Buckley, Nathan",45y 254d,139 (71-1-67 51.44%),,←,
