Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
17,"Bowey, Jake",22y 192d,63 (40-0-23 63.49%),7 (0.11),←,
37,"Chandler, Kade",25y 69d,58 (32-0-26 55.17%),45 (0.78),←,
31,"Fritsch, Bayley",28y 107d,151 (84-1-66 55.96%),253 (1.68),←,
11,"Gawn, Max",33y 83d,226 (111-1-114 49.34%),109 (0.48),←,
43,"Henderson, Jack",25y 173d,2 (0-0-2 0.00%),2 (1.00),←,
22,"Howes, Blake",21y 350d,18 (8-0-10 44.44%),,←,
21,"Jefferson, Matthew",21y 15d,2 (0-0-2 0.00%),2 (1.00),←,
15,"Langdon, Ed",29y 50d,181 (96-1-84 53.31%),76 (0.42),113 (71-1-41 63.27%),43 (0.38)
8,"Lever, Jake",29y 18d,180 (112-1-67 62.50%),5 (0.03),124 (74-1-49 60.08%),2 (0.02)
20,"Lindsay, Xavier",18y 232d,2 (0-0-2 0.00%),,←,
25,"McDonald, Tom",32y 186d,234 (103-1-130 44.23%),169 (0.72),←,
13,"Oliver, Clayton",27y 244d,185 (103-1-81 55.95%),55 (0.30),←,
5,"Petracca, Christian",29y 78d,191 (107-1-83 56.28%),187 (0.98),←,
35,"Petty, Harry",25y 131d,84 (45-1-38 54.17%),28 (0.33),←,
24,"Rivers, Trent",23y 236d,102 (65-1-36 64.22%),9 (0.09),←,
3,"Salem, Christian",29y 251d,178 (90-1-87 50.84%),26 (0.15),←,
30,"Sharp, Harry",22y 96d,18 (10-1-7 58.33%),5 (0.28),2 (0-0-2 0.00%),1 (0.50)
9,"Spargo, Charlie",25y 118d,99 (64-1-34 65.15%),63 (0.64),←,
32,"Sparrow, Tom",24y 296d,97 (60-1-36 62.37%),35 (0.36),←,
10,"Turner, Daniel",23y 54d,19 (8-0-11 42.11%),18 (0.95),←,
2,"van Rooyen, Jacob",21y 341d,43 (25-0-18 58.14%),60 (1.40),←,
7,"Viney, Jack",30y 344d,221 (100-1-120 45.48%),66 (0.30),←,
40,"Woewodin, Taj",21y 362d,21 (12-0-9 57.14%),3 (0.14),←,
Totals,Totals,25y 286d,2375 (1275-14-1086 53.68%),1223 (0.51),,
C,"Goodwin, Simon",48y 87d,185 (104-1-80 56.49%),,184 (104-1-79 56.79%),
