Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",24y 150d,101 (50-2-49 50.50%),58 (0.57),←,
18,"Cameron, Leon",20y 262d,50 (26-1-23 53.00%),24 (0.48),←,
6,"Campbell, Tony",25y 282d,103 (58-0-45 56.31%),63 (0.61),28 (19-0-9 67.86%),2 (0.07)
31,"Darcy, Anthony",21y 61d,5 (2-0-3 40.00%),1 (0.20),4 (2-0-2 50.00%),1 (0.25)
26,"Del-Re, Danny",25y 99d,53 (31-1-21 59.43%),129 (2.43),←,
32,"Foster, Peter",32y 354d,164 (88-3-73 54.57%),58 (0.35),157 (85-3-69 55.10%),56 (0.36)
41,"Frost, Michael",22y 144d,9 (6-0-3 66.67%),2 (0.22),←,
29,"Grant, Chris",20y 160d,64 (36-1-27 57.03%),129 (2.02),←,
28,"Grgic, Ilija",21y 78d,2 (2-0-0 100.00%),2 (1.00),←,
7,"Hawkins, Doug",33y 17d,296 (126-4-166 43.24%),206 (0.70),←,
10,"Hunter, Mark",27y 261d,82 (39-2-41 48.78%),2 (0.02),←,
4,"Kellett, Nigel",23y 155d,45 (25-0-20 55.56%),21 (0.47),←,
35,"Kretiuk, Steven",20y 322d,15 (11-0-4 73.33%),3 (0.20),←,
39,"Liberatore, Tony",27y 100d,92 (53-1-38 58.15%),56 (0.61),←,
27,"Macpherson, Stephen",28y 171d,170 (85-3-82 50.88%),149 (0.88),←,
2,"Reynolds, Keenan",24y 135d,50 (29-0-21 58.00%),19 (0.38),←,
33,"Royal, Brian",31y 161d,191 (102-2-87 53.93%),286 (1.50),←,
17,"Standfield, Barry",23y 98d,40 (24-0-16 60.00%),15 (0.38),←,
8,"Toohey, Bernard",30y 93d,253 (131-1-121 51.98%),113 (0.45),30 (21-0-9 70.00%),2 (0.07)
14,"West, Scott",18y 189d,8 (5-0-3 62.50%),10 (1.25),←,
Totals,Totals,25y 55d,1793 (929-21-843 51.81%),1346 (0.75),,
C,"Wheeler, Terry",38y 70d,77 (43-1-33 56.49%),,←,
