Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
30,"Adams, Taylor",18y 243d,4 (1-0-3 25.00%),1 (0.25),←,
21,"Buntine, Matt",18y 214d,1 (0-0-1 0.00%),,←,
18,"Cameron, Jeremy",19y 49d,6 (1-0-5 16.67%),10 (1.67),←,
3,"Coniglio, Stephen",18y 157d,7 (1-0-6 14.29%),1 (0.14),←,
11,"Cornes, Chad",32y 190d,245 (134-1-110 54.90%),175 (0.71),6 (1-0-5 16.67%),
13,"Darley, Sam",19y 95d,1 (0-0-1 0.00%),,←,
1,"Davis, Phil",21y 264d,26 (12-0-14 46.15%),4 (0.15),8 (1-0-7 12.50%),3 (0.38)
4,"Folau, Israel",23y 47d,7 (1-0-6 14.29%),1 (0.14),←,
26,"Giles, Jonathan",24y 133d,8 (1-0-7 12.50%),10 (1.25),←,
35,"Greene, Toby",18y 238d,7 (1-0-6 14.29%),,←,
33,"Hoskin-Elliott, Will",18y 261d,3 (0-0-3 0.00%),1 (0.33),←,
39,"Mohr, Tim",23y 214d,7 (1-0-6 14.29%),1 (0.14),←,
7,"Palmer, Rhys",23y 97d,60 (22-0-38 36.67%),25 (0.42),7 (1-0-6 14.29%),2 (0.29)
27,"Phillips, Andrew",20y 322d,2 (1-0-1 50.00%),1 (0.50),←,
6,"Power, Luke",32y 133d,289 (153-3-133 53.46%),226 (0.78),7 (1-0-6 14.29%),
23,"Reid, Sam",22y 195d,13 (6-0-7 46.15%),1 (0.08),3 (0-0-3 0.00%),
9,"Scully, Tom",21y 5d,38 (14-1-23 38.16%),8 (0.21),7 (1-0-6 14.29%),2 (0.29)
20,"Tomlinson, Adam",18y 284d,5 (0-0-5 0.00%),1 (0.20),←,
17,"Treloar, Adam",19y 72d,5 (1-0-4 20.00%),2 (0.40),←,
29,"Tyson, Dom",18y 347d,5 (1-0-4 20.00%),2 (0.40),←,
8,"Ward, Callan",22y 40d,68 (33-0-35 48.53%),37 (0.54),8 (1-0-7 12.50%),4 (0.50)
16,"Wilson, Nathan",19y 134d,3 (0-0-3 0.00%),2 (0.67),←,
Totals,Totals,21y 220d,810 (384-5-421 47.41%),509 (0.63),,
C,"Sheedy, Kevin",64y 148d,642 (387-6-249 60.75%),,8 (1-0-7 12.50%),
