Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
21,"Aliir, Aliir",28y 215d,111 (59-0-52 53.15%),5 (0.05),47 (30-0-17 63.83%),
14,"Bergman, Miles",21y 172d,37 (22-0-15 59.46%),13 (0.35),←,
10,"Boak, Travis",34y 250d,330 (169-1-160 51.36%),197 (0.60),←,
9,"Butters, Zak",22y 212d,72 (42-0-30 58.33%),43 (0.60),←,
33,"Byrne-Jones, Darcy",27y 200d,154 (89-0-65 57.79%),7 (0.05),←,
22,"Dixon, Charlie",32y 197d,193 (98-1-94 51.04%),319 (1.65),128 (79-0-49 61.72%),225 (1.76)
28,"Drew, Willem",24y 189d,60 (35-0-25 58.33%),10 (0.17),←,
7,"Duursma, Xavier",22y 275d,61 (41-0-20 67.21%),28 (0.46),←,
6,"Farrell, Kane",24y 22d,53 (31-0-22 58.49%),39 (0.74),←,
11,"Finlayson, Jeremy",27y 58d,88 (47-3-38 55.11%),114 (1.30),22 (11-0-11 50.00%),24 (1.09)
18,"Horne-Francis, Jason",19y 291d,21 (4-0-17 19.05%),6 (0.29),4 (2-0-2 50.00%),2 (0.50)
5,"Houston, Dan",25y 331d,125 (77-0-48 61.60%),25 (0.20),←,
1,"Jonas, Tom",32y 89d,207 (115-1-91 55.80%),1 (0.00),←,
29,"Lycett, Scott",30y 194d,136 (87-0-49 63.97%),61 (0.45),61 (39-0-22 63.93%),16 (0.26)
4,"Marshall, Todd",24y 182d,80 (53-0-27 66.25%),110 (1.38),←,
41,"McEntee, Jed",22y 52d,11 (5-0-6 45.45%),6 (0.55),←,
12,"McKenzie, Trent",31y 5d,148 (58-0-90 39.19%),23 (0.16),42 (29-0-13 69.05%),1 (0.02)
44,"Mead, Jackson",21y 190d,12 (5-0-7 41.67%),1 (0.08),←,
2,"Powell-Pepper, Sam",25y 90d,118 (71-0-47 60.17%),77 (0.65),←,
15,"Rioli, Willie",27y 308d,55 (33-0-22 60.00%),64 (1.16),4 (2-0-2 50.00%),4 (1.00)
20,"Rozee, Connor",23y 76d,85 (51-0-34 60.00%),81 (0.95),←,
23,"Williams, Dylan",21y 281d,2 (2-0-0 100.00%),,←,
16,"Wines, Ollie",28y 183d,207 (120-0-87 57.97%),88 (0.43),←,
Totals,Totals,26y 34d,2366 (1314-6-1046 55.54%),1318 (0.56),,
C,"Hinkley, Ken",56y 190d,227 (133-0-94 58.59%),,←,
