Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",27y 270d,108 (70-1-37 65.28%),183 (1.69),←,
21,"Barlow, Michael",27y 115d,91 (59-1-31 65.38%),62 (0.68),←,
30,"Clarke, Zac",25y 15d,76 (41-1-34 54.61%),39 (0.51),←,
9,"de Boer, Matt",25y 33d,117 (65-1-51 55.98%),43 (0.37),←,
41,"Duffield, Paul",30y 66d,159 (85-1-73 53.77%),33 (0.21),←,
7,"Fyfe, Nat",23y 206d,94 (59-1-34 63.30%),82 (0.87),←,
32,"Hill, Stephen",24y 346d,130 (73-0-57 56.15%),85 (0.65),←,
5,"Ibbotson, Garrick",27y 28d,129 (65-1-63 50.78%),21 (0.16),←,
37,"Johnson, Michael",30y 174d,192 (106-1-85 55.47%),62 (0.32),←,
23,"Mayne, Chris",26y 161d,130 (76-1-53 58.85%),151 (1.16),←,
18,"McPharlin, Luke",33y 132d,240 (127-1-112 53.13%),115 (0.48),228 (119-1-108 52.41%),112 (0.49)
16,"Mundy, David",29y 266d,212 (116-1-95 54.95%),82 (0.39),←,
27,"Neale, Lachie",21y 323d,48 (29-0-19 60.42%),21 (0.44),←,
29,"Pavlich, Matthew",33y 102d,315 (151-0-164 47.94%),635 (2.02),←,
46,"Pearce, Clancee",24y 171d,80 (44-1-35 55.63%),31 (0.39),←,
6,"Pearce, Danyle",29y 5d,205 (95-2-108 46.83%),108 (0.53),51 (36-1-14 71.57%),32 (0.63)
31,"Sandilands, Aaron",32y 127d,218 (119-0-99 54.59%),83 (0.38),←,
34,"Spurr, Lee",27y 259d,62 (46-1-15 75.00%),5 (0.08),←,
8,"Suban, Nick",24y 338d,107 (59-1-47 55.61%),45 (0.42),←,
33,"Sutcliffe, Cam",22y 324d,49 (35-1-13 72.45%),13 (0.27),←,
20,"Taberner, Matthew",21y 299d,14 (8-0-6 57.14%),10 (0.71),←,
10,"Walters, Michael",24y 95d,52 (34-1-17 66.35%),99 (1.90),←,
Totals,Totals,26y 358d,2828 (1562-18-1248 55.23%),2008 (0.71),,
C,"Lyon, Ross",48y 155d,196 (127-5-64 66.07%),,75 (51-1-23 68.67%),
