Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",12,2.0,7.0,19,,1.0,,3.0,,,,,3.0,2.0,1.0,,,,,,,,
32,"Baldwin, Jason",14,1.0,4.0,18,,1.0,,1.0,,,,,4.0,1.0,,,,,,,,,
37,"Bizzotto, Frank",9,4.0,7.0,16,,,,2.0,,,,,2.0,2.0,,,,,,,,,
34,"Boyd, Brad",7,2.0,6.0,13,,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
17,"Broderick, Paul",13,1.0,19.0,32,,1.0,,3.0,,,,,1.0,2.0,,,,,,,,,
2,"Dundas, Matthew",8,3.0,4.0,12,,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
18,"Dunstan, Michael",13,7.0,4.0,17,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,
6,"Guard, Jeremy",7,,3.0,10,,,,3.0,,,,,2.0,,,,,,,,,,
36,"Hawking, Simon",7,3.0,,7,,,,,,,,,1.0,3.0,,,,,,,,,
24,"Kavanagh, Tom",1,,1.0,2,,,,1.0,,,,,,1.0,,,,,,,,,
11,"Lynch, Alastair",12,6.0,3.0,15,4.0,1.0,,,,,,,1.0,5.0,,,,,,,,,
29,"Lyon, Ross",9,6.0,6.0,15,1.0,,,4.0,,,,,,1.0,,,,,,,,,
30,"Manson, James",2,1.0,1.0,3,,,3.0,1.0,,,,,2.0,2.0,,,,,,,,,
25,"McCarthy, John",4,3.0,2.0,6,,1.0,,,,,,,,1.0,,,,,,,,,
49,"McGregor, Anthony",19,3.0,2.0,21,,2.0,,2.0,,,,,4.0,2.0,,,,,,,,,
4,"Paxman, Stephen",5,2.0,1.0,6,2.0,,1.0,,,,,,2.0,,,,,,,,,,
1,"Roos, Paul",12,10.0,9.0,21,,1.0,,1.0,,,,,1.0,,,,,,,,,,
9,"Sartori, Peter",8,4.0,5.0,13,,,9.0,1.0,,,,,3.0,1.0,,,,,,,,,
12,"Wheildon, Darren",12,6.0,4.0,16,8.0,1.0,1.0,2.0,,,,,4.0,2.0,3.0,,,,,,,,
8,"Wynd, Jim",9,3.0,6.0,15,1.0,,,1.0,,,,,1.0,,,,,,,,,,
Totals,Totals,183,67.0,94.0,277,17.0,12.0,14.0,29.0,,,,,35.0,29.0,4.0,,,,,,,,
Opposition,Opposition,167,56.0,89.0,256,15.0,9.0,25.0,29.0,,,,,29.0,35.0,2.0,,,,,,,,
