Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",23y 181d,81 (38-2-41 48.15%),48 (0.59),←,
35,"Baxter, Darren",27y 94d,117 (56-3-58 49.15%),22 (0.19),←,
3,"Campbell, Adrian",23y 169d,29 (12-1-16 43.10%),31 (1.07),←,
6,"Campbell, Tony",24y 313d,88 (49-0-39 55.68%),61 (0.69),13 (10-0-3 76.92%),
20,"Coleman, Glenn",31y 139d,178 (97-2-79 55.06%),104 (0.58),53 (29-1-23 55.66%),40 (0.75)
26,"Del-Re, Danny",24y 130d,33 (19-1-13 59.09%),71 (2.15),←,
12,"Eppelstun, Greg",25y 218d,102 (49-2-51 49.02%),1 (0.01),←,
29,"Grant, Chris",19y 191d,48 (27-1-20 57.29%),97 (2.02),←,
7,"Hawkins, Doug",32y 47d,277 (115-4-158 42.24%),183 (0.66),←,
10,"Hunter, Mark",26y 292d,70 (32-2-36 47.14%),2 (0.03),←,
4,"Kellett, Nigel",22y 186d,30 (16-0-14 53.33%),9 (0.30),←,
21,"Kolyniuk, Steven",21y 352d,54 (28-1-25 52.78%),69 (1.28),←,
39,"Liberatore, Tony",26y 131d,72 (41-1-30 57.64%),43 (0.60),←,
27,"Macpherson, Stephen",27y 202d,151 (74-3-74 50.00%),139 (0.92),←,
2,"Reynolds, Keenan",23y 166d,30 (17-0-13 56.67%),3 (0.10),←,
33,"Royal, Brian",30y 192d,181 (96-2-83 53.59%),258 (1.43),←,
17,"Standfield, Barry",22y 129d,20 (12-0-8 60.00%),5 (0.25),←,
8,"Toohey, Bernard",29y 124d,235 (119-1-115 50.85%),112 (0.48),12 (9-0-3 75.00%),1 (0.08)
24,"Wallis, Stephen",27y 238d,190 (100-2-88 53.16%),45 (0.24),←,
15,"Wynd, Scott",22y 148d,68 (33-1-34 49.26%),11 (0.16),←,
Totals,Totals,25y 237d,2054 (1030-29-995 50.15%),1314 (0.64),,
C,"Wheeler, Terry",37y 100d,57 (31-1-25 55.26%),,←,
