Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Adams, Marcus",6,3,4,10,,,,3.0,1.0,1.0,,8.0,1.0,2.0,,3.0,7.0,,,12.0,,,100.0
31,"Andrews, Harris",5,4,5,10,,,,,3.0,,,2.0,,1.0,,5.0,7.0,,,17.0,,,100.0
33,"Bailey, Zac",10,1,4,14,1,1.0,,5.0,,6.0,1.0,4.0,3.0,1.0,,7.0,6.0,,,2.0,,,86.0
7,"Berry, Jarrod",7,5,4,11,1,,,6.0,2.0,3.0,,4.0,1.0,,,6.0,7.0,,1.0,3.0,,1.0,68.0
14,"Birchall, Grant",13,6,2,15,,,,,6.0,,1.0,1.0,,1.0,,5.0,9.0,,,2.0,,,64.0
23,"Cameron, Charlie",12,4,1,13,5,1.0,,2.0,,3.0,,3.0,1.0,,,3.0,8.0,,1.0,2.0,1.0,,94.0
12,"Cockatoo, Nakia",1,,3,4,,,,,,,,,,,,3.0,2.0,,,3.0,,,68.0
18,"Coleman, Keidean",10,6,8,18,,,,2.0,4.0,3.0,1.0,3.0,2.0,,,9.0,10.0,1.0,,2.0,,,75.0
3,"Daniher, Joe",10,5,5,15,,1.0,,2.0,,2.0,,4.0,,1.0,,4.0,11.0,1.0,2.0,,1.0,1.0,100.0
21,"Fullarton, Tom",3,,3,6,,,1.0,2.0,,,,1.0,,,,2.0,3.0,,,2.0,,,80.0
27,"Gardiner, Darcy",,1,3,3,,,,,,,,1.0,,,,2.0,1.0,,,3.0,,,83.0
17,"Lyons, Jarryd",18,3,9,27,,1.0,,6.0,1.0,6.0,10.0,4.0,1.0,1.0,,14.0,12.0,,,,,,74.0
36 ↑,"Mathieson, Rhys",9,3,4,13,,,,5.0,1.0,3.0,1.0,4.0,,2.0,,4.0,9.0,,,1.0,,,51.0
11,"McCarthy, Lincoln",3,1,3,6,1,,,2.0,,2.0,,4.0,,2.0,,4.0,2.0,,,3.0,,1.0,77.0
6,"McCluggage, Hugh",15,3,9,24,1,,,5.0,3.0,1.0,4.0,6.0,1.0,3.0,,11.0,16.0,,1.0,1.0,,,83.0
46,"McInerney, Oscar",8,,9,17,,,30.0,5.0,6.0,3.0,9.0,3.0,2.0,1.0,,15.0,3.0,,,7.0,,,97.0
25 ↓,"McStay, Daniel",,,,,,,,,,,,,,,,,,,,,,,8.0
9,"Neale, Lachie",22,5,24,46,,,,3.0,4.0,4.0,13.0,6.0,2.0,1.0,,25.0,19.0,,,,,1.0,89.0
20,"Prior, Jaxon",5,1,3,8,,1.0,,1.0,1.0,2.0,1.0,,,,,3.0,5.0,,,,,1.0,68.0
10,"Rich, Daniel",20,7,7,27,,,,2.0,13.0,1.0,,4.0,,1.0,,5.0,15.0,,,2.0,,,82.0
5,"Robinson, Mitch",15,4,10,25,,,,1.0,6.0,2.0,1.0,2.0,,,,5.0,21.0,,,1.0,,,83.0
37,"Starcevich, Brandon",6,3,3,9,,,,1.0,1.0,,,2.0,,1.0,,2.0,7.0,,,1.0,,,87.0
15,"Zorko, Dayne",14,3,6,20,,,,4.0,1.0,3.0,2.0,5.0,,,,4.0,11.0,,,1.0,,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,68,129,341,9,6.0,31.0,57.0,53.0,45.0,44.0,71.0,14.0,18.0,,141.0,191.0,2.0,5.0,65.0,2.0,5.0,
Opposition,Opposition,229,81,144,373,13,15.0,50.0,54.0,36.0,68.0,44.0,58.0,18.0,14.0,,162.0,199.0,12.0,15.0,56.0,,6.0,
