Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Leon",16,7,2,18,1,2.0,,,,,,,1.0,2.0,,,,,,,,,
20,"Ellen, Shane",11,1,3,14,,,,2.0,,,,,,1.0,,,,,,,,,
32,"Ellis, Craig",1,3,6,7,,,,1.0,,,,,,,,,,,,,,,
3,"Grant, Chris",13,8,6,19,1,,,2.0,,,,,3.0,2.0,,,,,,,,,
1,"Grgic, Ilija",9,3,,9,3,2.0,3.0,1.0,,,,,,1.0,,,,,,,,,
29,"Griffin, Daryl",10,1,1,11,,,,1.0,,,,,,,,,,,,,,,
37,"Hargraves, Daniel",4,3,,4,1,1.0,,,,,,,1.0,,,,,,,,,,
6,"Johnson, Brad",10,2,2,12,,,,,,,,,,2.0,,,,,,,,,
4,"Kellett, Nigel",16,7,3,19,2,,,,,,,,,,,,,,,,,,
2,"Kolyniuk, Steven",21,4,3,24,1,2.0,,1.0,,,,,3.0,1.0,,,,,,,,,
12,"Koster, Kym",9,4,9,18,,1.0,,2.0,,,,,2.0,,,,,,,,,,
36,"Lane, Tyson",5,2,1,6,,,,,,,,,,1.0,,,,,,,,,
39,"Liberatore, Tony",15,,12,27,,,,1.0,,,,,5.0,,,,,,,,,,
9,"Nicholson, Brad",5,1,2,7,,,,2.0,,,,,1.0,,,,,,,,,,
44,"Osborne, Richard",6,1,3,9,1,1.0,,3.0,,,,,2.0,,,,,,,,,,
22,"Quill, Peter",10,3,6,16,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
34,"Sexton, Ben",4,2,,4,1,1.0,,2.0,,,,,,1.0,,,,,,,,,
5,"Smith, Rohan",15,6,10,25,,,,1.0,,,,,1.0,,,,,,,,,,
25,"Watts, Jason",1,,,1,,,,1.0,,,,,,,,,,,,,,,
7,"West, Scott",19,4,10,29,1,,,,,,,,1.0,,,,,,,,,,
15,"Wynd, Scott",3,6,10,13,,,14.0,2.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,68,89,292,12,13.0,17.0,23.0,,,,,22.0,12.0,,,,,,,,,
Opposition,Opposition,182,82,117,299,17,14.0,23.0,31.0,,,,,12.0,22.0,6.0,,,,,,,,
