Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Bateman, Chance",26y 24d,87 (37-0-50 42.53%),26 (0.30),←,
14,"Birchall, Grant",19y 168d,31 (16-0-15 51.61%),4 (0.13),←,
30,"Brown, Campbell",23y 321d,88 (36-0-52 40.91%),35 (0.40),←,
39,"Campbell, Robert",25y 43d,69 (32-0-37 46.38%),16 (0.23),←,
9,"Crawford, Shane",32y 309d,282 (137-2-143 48.94%),216 (0.77),←,
24,"Croad, Trent",27y 128d,193 (88-1-104 45.85%),187 (0.97),155 (68-1-86 44.19%),127 (0.82)
19,"Dixon, Ben",30y 31d,194 (94-1-99 48.71%),266 (1.37),←,
32,"Ellis, Xavier",19y 137d,10 (7-0-3 70.00%),2 (0.20),←,
23,"Franklin, Lance",20y 166d,48 (19-0-29 39.58%),96 (2.00),←,
27,"Gilham, Stephen",22y 316d,20 (14-0-6 70.00%),,19 (14-0-5 73.68%),
18,"Guerra, Brent",25y 47d,126 (87-0-39 69.05%),88 (0.70),30 (18-0-12 60.00%),5 (0.17)
15,"Hodge, Luke",23y 30d,103 (44-0-59 42.72%),60 (0.58),←,
4,"Ladson, Rick",23y 147d,65 (25-0-40 38.46%),31 (0.48),←,
3,"Lewis, Jordan",21y 82d,54 (23-0-31 42.59%),14 (0.26),←,
22,"McGlynn, Ben",21y 343d,19 (12-0-7 63.16%),13 (0.68),←,
5,"Mitchell, Sam",24y 276d,101 (43-0-58 42.57%),18 (0.18),←,
2,"Roughead, Jarryd",20y 173d,49 (22-0-27 44.90%),40 (0.82),←,
12,"Sewell, Brad",23y 163d,55 (21-0-34 38.18%),4 (0.07),←,
11,"Smith, Joel",30y 73d,212 (97-1-114 45.99%),90 (0.42),154 (68-1-85 44.48%),39 (0.25)
13,"Taylor, Simon",24y 331d,39 (16-0-23 41.03%),9 (0.23),←,
31,"Thorp, Mitch",18y 202d,1 (1-0-0 100.00%),1 (1.00),←,
45,"Young, Clinton",21y 149d,35 (17-0-18 48.57%),8 (0.23),←,
Totals,Totals,23y 332d,1881 (888-5-988 47.21%),1224 (0.65),,
C,"Clarkson, Alastair",39y 79d,59 (24-0-35 40.68%),,←,
