Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Cameron, Darcy",9,3,6,15,,,39.0,6.0,4.0,1.0,6.0,2.0,4.0,1.0,,12.0,2.0,2.0,1.0,2.0,,1.0,83.0
25,"Crisp, Jack",12,1,10,22,,,,5.0,2.0,1.0,6.0,4.0,2.0,2.0,,12.0,5.0,,1.0,,,,83.0
7,"Daicos, Josh",12,2,10,22,,1.0,,4.0,6.0,1.0,3.0,2.0,1.0,1.0,,7.0,13.0,,,2.0,2.0,1.0,85.0
35,"Daicos, Nick",11,1,13,24,1,1.0,,5.0,4.0,2.0,6.0,3.0,1.0,1.0,,10.0,13.0,,,,,1.0,85.0
2,"de Goey, Jordan",14,,2,16,1,,,3.0,2.0,11.0,7.0,3.0,3.0,,,11.0,6.0,,,2.0,,2.0,76.0
5,"Elliott, Jamie",7,2,3,10,1,1.0,,3.0,,2.0,1.0,6.0,,,,5.0,3.0,,2.0,2.0,,,81.0
23,"Hill, Bobby",7,1,2,9,2,1.0,,3.0,,2.0,2.0,2.0,1.0,2.0,,4.0,4.0,,,1.0,,,89.0
32,"Hoskin-Elliott, Will",8,4,1,9,,,,1.0,3.0,,,4.0,,2.0,,1.0,7.0,,,4.0,,,84.0
38,"Howe, Jeremy",9,2,1,10,,,,,3.0,,,,1.0,,,2.0,3.0,1.0,1.0,6.0,,,89.0
15 ↓,"Kreuger, Nathan",3,3,1,4,,1.0,,,,1.0,,,,,,2.0,2.0,1.0,1.0,,,,17.0
1,"Lipinski, Patrick",11,3,10,21,,1.0,,3.0,1.0,2.0,4.0,5.0,,1.0,,8.0,12.0,,1.0,2.0,,,83.0
44,"Long, Ned",4,1,4,8,,,1.0,5.0,,1.0,,4.0,1.0,1.0,,4.0,4.0,,,1.0,,,75.0
37,"Markov, Oleg",3,2,4,7,,,,7.0,,1.0,,2.0,,1.0,,3.0,4.0,,,2.0,,,88.0
4,"Maynard, Brayden",12,3,6,18,,,,2.0,7.0,,1.0,8.0,,3.0,,10.0,7.0,,,2.0,,,85.0
26,"McInnes, Reef",6,2,3,9,1,,,2.0,1.0,2.0,,1.0,1.0,,,6.0,2.0,1.0,2.0,1.0,,1.0,70.0
11,"McStay, Daniel",6,5,2,8,1,2.0,,2.0,,1.0,,1.0,1.0,,,3.0,5.0,2.0,2.0,,,,71.0
30,"Moore, Darcy",5,2,5,10,,,1.0,3.0,4.0,,1.0,3.0,,1.0,,6.0,2.0,1.0,,14.0,,,94.0
9,"Noble, John",4,1,3,7,,,,4.0,1.0,1.0,1.0,2.0,,,,2.0,6.0,,,,,,80.0
10,"Pendlebury, Scott",9,1,10,19,,1.0,,6.0,1.0,3.0,3.0,4.0,3.0,,,6.0,10.0,,,,,,75.0
3,"Quaynor, Isaac",8,4,1,9,,,,3.0,4.0,,,5.0,1.0,2.0,,3.0,5.0,,,3.0,,,85.0
29,"Richards, Joe",4,2,5,9,,1.0,,3.0,,4.0,,1.0,1.0,,,5.0,4.0,1.0,1.0,2.0,,,79.0
22,"Sidebottom, Steele",11,4,3,14,2,,,3.0,3.0,,1.0,4.0,,,,3.0,11.0,,1.0,1.0,,,88.0
33 ↑,"Sullivan, Lachlan",4,2,4,8,,,,2.0,2.0,1.0,1.0,,1.0,,,2.0,5.0,,,,,1.0,53.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,179,51,109,288,9,13.0,41.0,75.0,48.0,37.0,43.0,66.0,22.0,18.0,,127.0,135.0,9.0,13.0,47.0,2.0,7.0,
Opposition,Opposition,231,61,203,434,20,13.0,46.0,63.0,28.0,69.0,49.0,57.0,18.0,22.0,6.0,156.0,251.0,6.0,5.0,35.0,7.0,12.0,
