Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",23y 9d,25 (13-0-12 52.00%),36 (1.44),←,
6,"Broughton, Greg",23y 299d,25 (10-0-15 40.00%),2 (0.08),←,
44,"Crichton, Jesse",19y 37d,1 (0-0-1 0.00%),1 (1.00),←,
40,"de Boer, Matt",20y 137d,30 (13-0-17 43.33%),7 (0.23),←,
41,"Duffield, Paul",25y 170d,62 (26-0-36 41.94%),18 (0.29),←,
13,"Fyfe, Nat",18y 310d,12 (8-0-4 66.67%),12 (1.00),←,
14,"Grover, Antoni",30y 136d,174 (75-0-99 43.10%),25 (0.14),←,
4,"Hasleby, Paul",29y 43d,204 (89-0-115 43.63%),124 (0.61),←,
43,"Hayden, Roger",29y 228d,119 (62-0-57 52.10%),13 (0.11),←,
32,"Hill, Stephen",20y 85d,39 (17-0-22 43.59%),23 (0.59),←,
5,"Ibbotson, Garrick",22y 132d,54 (19-0-35 35.19%),16 (0.30),←,
37,"Johnson, Michael",25y 278d,96 (48-0-48 50.00%),30 (0.31),←,
18,"McPharlin, Luke",28y 236d,161 (79-0-82 49.07%),112 (0.70),149 (71-0-78 47.65%),109 (0.73)
9,"McPhee, Adam",27y 292d,184 (76-1-107 41.58%),99 (0.54),42 (17-0-25 40.48%),16 (0.38)
2,"Morabito, Anthony",18y 269d,17 (11-0-6 64.71%),10 (0.59),←,
10,"Palmer, Rhys",21y 162d,36 (13-0-23 36.11%),17 (0.47),←,
29,"Pavlich, Matthew",28y 206d,230 (100-0-130 43.48%),455 (1.98),←,
46,"Pearce, Clancee",19y 275d,13 (5-0-8 38.46%),8 (0.62),←,
24,"Roberton, Dylan",19y 34d,7 (5-0-2 71.43%),1 (0.14),←,
31,"Sandilands, Aaron",27y 231d,152 (75-0-77 49.34%),59 (0.39),←,
8,"Suban, Nick",20y 77d,31 (11-0-20 35.48%),11 (0.35),←,
47,"van Berlo, Jay",21y 310d,18 (11-0-7 61.11%),5 (0.28),←,
Totals,Totals,23y 263d,1690 (766-1-923 45.33%),1084 (0.64),,
C,"Harvey, Mark",45y 44d,68 (27-0-41 39.71%),,←,
