Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ambrose, Patrick",3,2,5,8,,,,4.0,,,,1.0,,,,4.0,4.0,,,3.0,,,86.0
12,"Baguley, Mark",4,2,4,8,1,,,5.0,,2.0,1.0,4.0,1.0,4.0,,4.0,6.0,1.0,,3.0,,,84.0
2,"Bellchambers, Tom",5,4,4,9,1,,28.0,2.0,1.0,1.0,2.0,,,,,4.0,5.0,1.0,1.0,,,,84.0
28,"Brown, Mitch",7,5,10,17,,,,1.0,,3.0,,5.0,2.0,4.0,,6.0,11.0,2.0,,2.0,,1.0,86.0
32,"Colyer, Travis",9,5,6,15,,,,1.0,,2.0,2.0,2.0,1.0,,,4.0,11.0,,,2.0,,,73.0
49,"Dea, Matt",7,4,9,16,,,,1.0,1.0,1.0,1.0,2.0,,,,7.0,8.0,,,3.0,,,69.0
13,"Fantasia, Orazio",9,5,8,17,4,1.0,,5.0,,4.0,2.0,,,,,8.0,11.0,,2.0,1.0,2.0,2.0,75.0
9,"Goddard, Brendon",11,9,13,24,,,,3.0,3.0,2.0,1.0,2.0,1.0,,,5.0,20.0,1.0,,1.0,,,88.0
35,"Guelfi, Matt",6,1,8,14,,3.0,,2.0,1.0,1.0,,2.0,,1.0,,6.0,7.0,,1.0,1.0,,,75.0
21,"Heppell, Dyson",19,5,15,34,,,,4.0,2.0,10.0,5.0,4.0,1.0,1.0,3.0,12.0,23.0,,,1.0,,1.0,89.0
26,"Hooker, Cale",7,7,8,15,,,,,3.0,,,2.0,,2.0,,6.0,10.0,2.0,,6.0,,,100.0
18,"Hurley, Michael",20,9,5,25,,,,,5.0,1.0,,2.0,,,,6.0,17.0,3.0,,4.0,,,89.0
4,"Langford, Kyle",13,5,9,22,,2.0,,7.0,2.0,4.0,2.0,2.0,,,,8.0,14.0,,1.0,1.0,,,78.0
43,"McDonald-Tipungwuti, Anthony",9,4,7,16,1,1.0,,3.0,1.0,3.0,1.0,1.0,1.0,,,8.0,8.0,,2.0,2.0,,2.0,68.0
1,"McGrath, Andrew",17,2,7,24,1,,,4.0,5.0,2.0,4.0,3.0,1.0,1.0,,9.0,15.0,,,2.0,2.0,,78.0
45,"McKenna, Conor",7,1,9,16,,,,1.0,3.0,3.0,1.0,2.0,,,,2.0,13.0,,,2.0,3.0,2.0,83.0
44,"McKernan, Shaun",13,7,5,18,4,,6.0,2.0,,7.0,1.0,6.0,,1.0,2.0,6.0,11.0,2.0,2.0,2.0,1.0,1.0,96.0
7,"Merrett, Zach",7,2,25,32,1,,,7.0,1.0,2.0,12.0,3.0,1.0,2.0,1.0,16.0,17.0,,,,,2.0,75.0
23,"Myers, David",13,3,12,25,2,,,4.0,2.0,5.0,5.0,3.0,1.0,2.0,,10.0,15.0,,,,2.0,2.0,73.0
42,"Saad, Adam",10,2,6,16,,,,4.0,3.0,1.0,,2.0,,,,,15.0,,,1.0,10.0,,83.0
5,"Smith, Devon",7,1,8,15,1,1.0,,7.0,1.0,2.0,,5.0,,2.0,,6.0,10.0,,1.0,,,,84.0
25,"Stringer, Jake",11,6,4,15,3,1.0,,1.0,,5.0,1.0,3.0,1.0,1.0,,7.0,10.0,1.0,3.0,2.0,,1.0,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,91,187,401,19,11.0,34.0,68.0,34.0,61.0,41.0,56.0,11.0,21.0,6.0,144.0,261.0,13.0,13.0,39.0,20.0,14.0,
Opposition,Opposition,212,105,148,360,16,12.0,49.0,55.0,36.0,55.0,33.0,41.0,21.0,11.0,,137.0,221.0,15.0,16.0,48.0,6.0,11.0,
