Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",27y 54d,190 (83-0-107 43.68%),147 (0.77),←,
9,"Campbell, Wayne",32y 325d,295 (130-1-164 44.24%),171 (0.58),←,
24,"Coughlan, Mark",23y 116d,69 (24-0-45 34.78%),34 (0.49),←,
3,"Deledio, Brett",18y 118d,20 (9-0-11 45.00%),13 (0.65),←,
41,"Foley, Nathan",19y 340d,4 (0-0-4 0.00%),1 (0.25),←,
2,"Gaspar, Darren",29y 86d,213 (94-0-119 44.13%),23 (0.11),192 (87-0-105 45.31%),22 (0.11)
34,"Graham, Mark",32y 154d,242 (112-2-128 46.69%),63 (0.26),19 (9-0-10 47.37%),2 (0.11)
20,"Hall, Ray",24y 291d,84 (32-0-52 38.10%),25 (0.30),←,
33,"Hartigan, Brent",20y 129d,25 (7-0-18 28.00%),2 (0.08),←,
1,"Hilton, Rory",26y 121d,89 (39-0-50 43.82%),55 (0.62),80 (36-0-44 45.00%),52 (0.65)
31,"Hyde, Chris",23y 5d,45 (9-0-36 20.00%),8 (0.18),←,
23,"Jackson, Daniel",19y 111d,15 (3-0-12 20.00%),,←,
17,"Johnson, Kane",27y 152d,159 (72-0-87 45.28%),61 (0.38),55 (17-0-38 30.91%),17 (0.31)
40,"Moore, Kelvin",21y 142d,13 (0-0-13 0.00%),7 (0.54),←,
35,"Newman, Chris",23y 88d,74 (23-0-51 31.08%),9 (0.12),←,
15,"Pettifer, Kayne",23y 204d,57 (23-0-34 40.35%),51 (0.89),←,
12,"Richardson, Matthew",30y 148d,214 (93-0-121 43.46%),639 (2.99),←,
5,"Simmonds, Troy",27y 32d,124 (61-0-63 49.19%),82 (0.66),20 (9-0-11 45.00%),16 (0.80)
10,"Stafford, Greg",30y 352d,189 (83-1-105 44.18%),124 (0.66),59 (21-0-38 35.59%),66 (1.12)
30,"Tambling, Richard",18y 336d,10 (6-0-4 60.00%),6 (0.60),←,
32,"Tivendale, Greg",26y 117d,144 (58-0-86 40.28%),97 (0.67),←,
21,"Tuck, Shane",23y 233d,23 (9-0-14 39.13%),10 (0.43),←,
Totals,Totals,25y 0d,2298 (970-4-1324 42.21%),1628 (0.71),,
C,"Wallace, Terry",46y 244d,168 (88-2-78 52.98%),,20 (9-0-11 45.00%),
