Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Bellchambers, Tom",6,4,2,8,,2.0,29.0,,1.0,1.0,2.0,4.0,2.0,2.0,,5.0,3.0,2.0,1.0,2.0,,,92.0
24,"Browne, Alex",10,5,7,17,,1.0,,,1.0,4.0,,1.0,,,,5.0,13.0,,,1.0,,,81.0
22,"Carlisle, Jake",4,2,3,7,,,,3.0,2.0,,,4.0,1.0,3.0,,3.0,3.0,,,3.0,,,65.0
12,"Crameri, Stewart",6,2,4,10,2,,,3.0,,2.0,,4.0,1.0,2.0,,6.0,4.0,1.0,1.0,,,,87.0
29,"Davey, Alwyn",6,2,5,11,,1.0,,4.0,,3.0,,2.0,2.0,,,3.0,9.0,,1.0,,,,78.0
15,"Dempsey, Courtenay",13,3,12,25,,,,2.0,5.0,1.0,,3.0,,1.0,,5.0,18.0,,,1.0,2.0,,92.0
31 ↓,"Fletcher, Dustin",2,,,2,,,,,,1.0,,,,,,,2.0,,,1.0,,,12.0
34,"Hardingham, Kyle",6,1,6,12,,,,1.0,1.0,2.0,,4.0,1.0,,,8.0,5.0,,,6.0,,1.0,96.0
21,"Heppell, Dyson",9,7,12,21,,,1.0,2.0,,4.0,,1.0,1.0,,,6.0,15.0,,,3.0,,,93.0
43,"Hibberd, Michael",12,3,5,17,,,,,6.0,3.0,2.0,3.0,1.0,,,7.0,11.0,1.0,,7.0,,,91.0
39,"Hocking, Heath",6,3,8,14,,,,6.0,,2.0,3.0,1.0,3.0,,,7.0,7.0,,,2.0,,1.0,81.0
26,"Hooker, Cale",6,5,11,17,,,,1.0,2.0,,,3.0,2.0,1.0,,9.0,8.0,3.0,,5.0,,,99.0
18,"Hurley, Michael",7,5,5,12,1,4.0,,1.0,,1.0,,1.0,,,,5.0,7.0,1.0,4.0,,,,89.0
7 ↑,"Jetta, Leroy",10,5,5,15,,1.0,,2.0,2.0,4.0,1.0,2.0,,2.0,,2.0,14.0,,,1.0,,1.0,72.0
41,"Lee, Brendan",9,6,9,18,,,,2.0,1.0,,2.0,2.0,1.0,2.0,,10.0,11.0,,,2.0,,1.0,79.0
14,"Lonergan, Sam",8,2,7,15,1,,1.0,2.0,1.0,1.0,3.0,4.0,1.0,3.0,,6.0,9.0,,1.0,2.0,,,79.0
17,"Melksham, Jake",6,2,6,12,,,,1.0,,3.0,2.0,5.0,1.0,3.0,,4.0,8.0,,,2.0,1.0,,79.0
6,"Monfries, Angus",5,3,4,9,,,,2.0,,2.0,,2.0,1.0,,,4.0,5.0,,,,1.0,,92.0
30,"Ryder, Paddy",6,4,3,9,2,1.0,6.0,4.0,1.0,,,2.0,3.0,2.0,,5.0,3.0,2.0,3.0,3.0,,,91.0
5,"Stanton, Brent",14,3,2,16,1,,,2.0,1.0,8.0,4.0,,3.0,,,6.0,8.0,,,1.0,,,86.0
4,"Watson, Jobe",16,3,13,29,1,,,3.0,2.0,4.0,7.0,6.0,6.0,3.0,,10.0,18.0,,,2.0,3.0,,86.0
11,"Zaharakis, David",5,2,6,11,,,,2.0,2.0,2.0,1.0,1.0,3.0,,,6.0,7.0,,,1.0,,,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,172,72,135,307,8,12.0,37.0,43.0,28.0,48.0,27.0,55.0,33.0,24.0,,122.0,188.0,10.0,11.0,45.0,7.0,4.0,
Opposition,Opposition,238,117,126,364,24,12.0,28.0,71.0,35.0,59.0,38.0,50.0,24.0,33.0,6.0,143.0,219.0,14.0,23.0,53.0,23.0,20.0,
