Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
35,"Bond, Chris",27y 134d,89 (42-1-46 47.75%),34 (0.38),67 (34-1-32 51.49%),26 (0.39)
32,"Bourke, David",20y 151d,23 (14-0-9 60.87%),1 (0.04),←,
17,"Broderick, Paul",26y 157d,150 (71-1-78 47.67%),114 (0.76),57 (32-1-24 57.02%),34 (0.60)
9,"Campbell, Wayne",23y 259d,107 (45-1-61 42.52%),67 (0.63),←,
15,"Charles, Justin",25y 254d,63 (32-2-29 52.38%),39 (0.62),27 (14-1-12 53.70%),15 (0.56)
10,"Daffy, Nick",23y 28d,59 (33-1-25 56.78%),73 (1.24),←,
14,"Dear, Greg",33y 52d,186 (129-1-56 69.62%),25 (0.13),49 (27-1-21 56.12%),7 (0.14)
25,"Gale, Brendon",27y 326d,132 (53-1-78 40.53%),141 (1.07),←,
1,"Gale, Michael",29y 170d,150 (65-1-84 43.67%),41 (0.27),45 (24-1-20 54.44%),12 (0.27)
2,"Gaspar, Darren",20y 19d,30 (11-0-19 36.67%),1 (0.03),9 (4-0-5 44.44%),
16,"Holland, Ben",19y 29d,3 (1-0-2 33.33%),,←,
31,"Howat, John",25y 329d,61 (27-0-34 44.26%),11 (0.18),41 (17-0-24 41.46%),1 (0.02)
3,"Kellaway, Duncan",23y 112d,67 (35-1-31 52.99%),,←,
8,"Merenda, Mark",20y 223d,32 (19-0-13 59.38%),19 (0.59),←,
6,"Naish, Chris",24y 255d,119 (48-1-70 40.76%),180 (1.51),←,
7,"Prescott, Ashley",23y 271d,43 (23-1-19 54.65%),3 (0.07),←,
12,"Richardson, Matthew",21y 81d,52 (25-0-27 48.08%),154 (2.96),←,
4,"Rogers, Matthew",22y 196d,52 (28-1-23 54.81%),49 (0.94),←,
37,"Ryan, Damien",18y 310d,2 (0-0-2 0.00%),,←,
5,"Tape, Jamie",22y 64d,56 (31-1-24 56.25%),3 (0.05),←,
29,"Torney, Jason",18y 358d,14 (6-1-7 46.43%),2 (0.14),←,
Totals,Totals,23y 267d,1490 (738-15-737 49.53%),957 (0.64),,
C,"Walls, Robert",45y 323d,318 (149-2-167 47.17%),,10 (4-0-6 40.00%),
