Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Amartey, Joel",23y 314d,22 (13-1-8 61.36%),22 (1.00),←,
22,"Blakey, Nick",23y 136d,95 (48-1-46 51.05%),34 (0.36),←,
16,"Campbell, Braeden",21y 159d,42 (23-1-18 55.95%),10 (0.24),←,
4,"Clarke, Ryan",26y 26d,91 (39-1-51 43.41%),21 (0.23),51 (22-1-28 44.12%),13 (0.25)
7,"Cunningham, Harry",29y 219d,178 (103-1-74 58.15%),50 (0.28),←,
13,"Florent, Oliver",24y 356d,135 (71-1-63 52.96%),41 (0.30),←,
42,"Fox, Robbie",30y 88d,80 (38-1-41 48.13%),10 (0.13),←,
23,"Franklin, Lance",36y 164d,352 (220-1-131 62.64%),1063 (3.02),170 (111-0-59 65.29%),483 (2.84)
21,"Gulden, Errol",20y 360d,60 (37-1-22 62.50%),46 (0.77),←,
9,"Hayward, Will",24y 260d,130 (69-1-60 53.46%),149 (1.15),←,
5,"Heeney, Isaac",27y 69d,170 (106-1-63 62.65%),216 (1.27),←,
30,"McCartin, Tom",23y 195d,103 (57-0-46 55.34%),28 (0.27),←,
6,"McDonald, Logan",21y 100d,37 (23-1-13 63.51%),46 (1.24),←,
27,"McInerney, Justin",22y 329d,69 (39-1-29 57.25%),30 (0.43),←,
2,"McLean, Hayden",24y 174d,46 (22-1-23 48.91%),38 (0.83),←,
43,"Melican, Lewis",26y 251d,59 (30-1-28 51.69%),1 (0.02),←,
14,"Mills, Callum",26y 102d,148 (83-1-64 56.42%),23 (0.16),←,
11,"Papley, Tom",27y,158 (90-1-67 57.28%),251 (1.59),←,
26,"Parker, Luke",30y 261d,276 (169-2-105 61.59%),197 (0.71),←,
24,"Rampe, Dane",33y 41d,225 (143-2-80 64.00%),7 (0.03),←,
8,"Rowbottom, James",22y 297d,86 (44-1-41 51.74%),27 (0.31),←,
37,"Warner, Corey",19y 279d,3 (3-0-0 100.00%),1 (0.33),←,
15,"Wicks, Sam",23y 302d,43 (26-0-17 60.47%),28 (0.65),←,
Totals,Totals,25y 258d,2608 (1496-22-1090 57.36%),2339 (0.90),,
C,"Longmire, John",52y 194d,300 (184-3-113 61.83%),,←,
