North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
18,"Atley, Shaun",28y 210d,218 (103-0-115 47.25%),44 (0.20),←,
16,"Bonar, Aiden",22y 34d,15 (4-0-11 26.67%),5 (0.33),9 (1-0-8 11.11%),
42,"Campbell, Tom",29y 160d,46 (18-0-28 39.13%),24 (0.52),4 (0-0-4 0.00%),1 (0.25)
10,"Cunnington, Ben",29y 285d,214 (110-0-104 51.40%),86 (0.40),←,
9,"Davies-Uniacke, Luke",21y 307d,34 (10-0-24 29.41%),8 (0.24),←,
22,"Goldstein, Todd",32y 284d,255 (122-1-132 48.04%),129 (0.51),←,
43,"Hall, Aaron",30y 153d,127 (37-1-89 29.53%),91 (0.72),24 (4-0-20 16.67%),15 (0.63)
37,"Hayden, Kyron",21y 308d,11 (3-0-8 27.27%),,←,
20,"Larkey, Nick",22y 309d,33 (11-0-22 33.33%),45 (1.36),←,
35,"Lazzaro, Charlie",19y 17d,4 (0-0-4 0.00%),1 (0.25),←,
1,"Mahony, Jack",19y 150d,14 (1-0-13 7.14%),4 (0.29),←,
11,"McDonald, Luke",26y 61d,127 (60-0-67 47.24%),16 (0.13),←,
23,"McKay, Ben",23y 108d,19 (2-0-17 10.53%),,←,
29,"Phillips, Will",18y 324d,2 (0-0-2 0.00%),1 (0.50),←,
24,"Powell, Tom",19y 40d,4 (0-0-4 0.00%),2 (0.50),←,
8,"Scott, Bailey",20y 276d,21 (2-0-19 9.52%),14 (0.67),←,
12,"Simpkin, Jy",23y 37d,77 (28-0-49 36.36%),33 (0.43),←,
2,"Stephenson, Jaidyn",22y 86d,58 (34-0-24 58.62%),80 (1.38),4 (0-0-4 0.00%),4 (1.00)
26,"Thomas, Tarryn",21y 17d,30 (12-0-18 40.00%),24 (0.80),←,
28,"Turner, Kayne",25y 101d,83 (41-0-42 49.40%),53 (0.64),←,
17,"Young, Lachie",22y 5d,12 (4-0-8 33.33%),1 (0.08),4 (0-0-4 0.00%),
7,"Ziebell, Jack",30y 42d,222 (104-0-118 46.85%),163 (0.73),←,
44,"Zurhaar, Cameron",22y 324d,48 (16-0-32 33.33%),48 (1.00),←,
Totals,Totals,24y 15d,1674 (722-2-950 43.13%),872 (0.52),,
C,"Noble, David",53y 331d,4 (0-0-4 0.00%),,←,
