Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",6,2,5,11,,,,,,,,,1.0,1.0,,,,,,,,,
8,"Cameron, David",9,4,6,15,3,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
1,"Champion, Richard",12,5,9,21,,1.0,1.0,,,,,,1.0,,,,,,,,,,
27,"Dickson, Robert",9,7,8,17,,,,3.0,,,,,,1.0,,,,,,,,,
4,"Gastev, John",16,6,4,20,,,,,,,,,3.0,1.0,,,,,,,,,
38,"Gibson, Michael",4,,3,7,,,1.0,,,,,,2.0,,,,,,,,,,
14,"Hamilton, Shane",14,4,8,22,1,,,,,,,,,,,,,,,,,,
5,"Hardie, Brad",11,1,3,14,3,2.0,,3.0,,,,,1.0,,,,,,,,,,
32,"Hart, Shaun",10,2,6,16,,,,3.0,,,,,3.0,,,,,,,,,,
41,"Kennedy, Matthew",7,7,3,10,,1.0,2.0,,,,,,3.0,1.0,,,,,,,,,
17,"Leslie, Martin",11,3,11,22,,,3.0,,,,,,1.0,,,,,,,,,,
7,"McIvor, Scott",10,3,10,20,,,,1.0,,,,,,,,,,,,,,,
19,"McLean, Michael",13,,3,16,,,,,,,,,1.0,1.0,,,,,,,,,
24,"Merrett, Roger",10,10,8,18,2,1.0,1.0,1.0,,,,,,,,,,,,,,,
34,"Ogg, David",9,3,7,16,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
11,"Phillips, Brenton",8,2,6,14,,,,,,,,,,1.0,,,,,,,,,
6,"Rowe, Brad",12,2,6,18,,,,2.0,,,,,3.0,,,,,,,,,,
30,"Ryan, Matthew",13,3,8,21,1,,,3.0,,,,,,2.0,,,,,,,,,
23,"Schache, Laurence",10,4,3,13,4,,,,,,,,2.0,,,,,,,,,,
21,"Zanotti, Mark",6,1,4,10,,,,1.0,,,,,1.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,69,121,321,14,9.0,8.0,19.0,,,,,25.0,13.0,,,,,,,,,
Opposition,Opposition,231,88,118,349,21,19.0,30.0,23.0,,,,,13.0,25.0,6.0,,,,,,,,
