Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",6,4,3,9,1,1.0,,1.0,1.0,2.0,,,,,,2.0,7.0,1.0,2.0,,,,83.0
15,"Anderson, Noah",17,6,13,30,1,,,1.0,4.0,7.0,3.0,7.0,1.0,1.0,,11.0,19.0,,1.0,2.0,4.0,1.0,87.0
31,"Andrew, Mac",10,5,6,16,1,,2.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,,5.0,12.0,1.0,,3.0,,,92.0
10,"Ballard, Charlie",5,2,6,11,,,,,,,,3.0,,1.0,,6.0,5.0,,,7.0,,,89.0
16,"Berry, Tom",6,4,4,10,,,,1.0,,1.0,1.0,2.0,,1.0,,5.0,4.0,1.0,,2.0,,,74.0
33,"Clohesy, Sam",7,3,8,15,,,,5.0,1.0,6.0,2.0,2.0,3.0,1.0,,10.0,6.0,,,2.0,,3.0,84.0
25,"Collins, Sam",6,5,4,10,,,,2.0,2.0,,,2.0,,1.0,,6.0,6.0,1.0,,9.0,,,100.0
12,"Day, Sam",8,8,3,11,2,1.0,5.0,,,2.0,,2.0,,1.0,,7.0,4.0,6.0,5.0,1.0,,1.0,54.0
3,"Flanders, Sam",10,3,17,27,1,,,2.0,2.0,5.0,6.0,1.0,,,,10.0,18.0,,,1.0,,,86.0
26,"Graham, Will",5,1,10,15,1,,,3.0,,5.0,,1.0,1.0,1.0,,7.0,8.0,,,,,1.0,73.0
7,"Holman, Nick",3,1,6,9,,,,5.0,2.0,,,1.0,,1.0,,5.0,5.0,,,,,,87.0
19 ↑,"Humphrey, Bailey",2,,4,6,,,,,,2.0,1.0,,,,,2.0,3.0,,,1.0,,,33.0
40,"Jeffrey, Joel",12,2,4,16,,1.0,,4.0,1.0,5.0,,2.0,,,,5.0,12.0,1.0,,4.0,,,77.0
34,"King, Ben",5,4,1,6,1,1.0,,,,2.0,,1.0,,1.0,,2.0,4.0,,2.0,2.0,,,88.0
22,"Long, Ben",10,5,1,11,2,2.0,,3.0,,4.0,,1.0,,,,3.0,8.0,,3.0,4.0,,,88.0
13,"Lukosius, Jack",4,2,2,6,1,,2.0,3.0,,2.0,,2.0,,1.0,,2.0,4.0,,,3.0,1.0,,84.0
11 ↓,"Miller, Touk",6,2,8,14,,,,3.0,,,1.0,2.0,,,,3.0,12.0,,,1.0,,,44.0
49,"Moyle, Ned",7,4,11,18,,,26.0,6.0,1.0,4.0,6.0,7.0,3.0,3.0,,13.0,4.0,2.0,,3.0,,1.0,81.0
27,"Powell, Wil",9,4,6,15,1,1.0,,2.0,6.0,2.0,,2.0,,2.0,,5.0,7.0,1.0,1.0,3.0,,,80.0
18,"Rowell, Matt",10,1,14,24,,1.0,,8.0,,4.0,7.0,5.0,1.0,2.0,,11.0,11.0,,,,,,82.0
6,"Sexton, Alex",10,2,5,15,,,,2.0,4.0,2.0,,,1.0,,,1.0,11.0,,,2.0,1.0,1.0,76.0
24,"Swallow, David",4,3,6,10,,,,1.0,,1.0,,,,,,4.0,7.0,,,1.0,,,73.0
32,"Uwland, Bodhi",9,4,6,15,,,,1.0,5.0,2.0,1.0,2.0,1.0,2.0,,6.0,9.0,1.0,,4.0,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,171,75,148,319,12,11.0,35.0,55.0,33.0,62.0,29.0,46.0,13.0,20.0,,131.0,186.0,15.0,14.0,55.0,6.0,8.0,
Opposition,Opposition,217,90,155,372,13,9.0,40.0,63.0,49.0,46.0,45.0,41.0,20.0,13.0,6.0,127.0,236.0,7.0,13.0,38.0,13.0,9.0,
