Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Aliir, Aliir",21y 350d,9 (8-0-1 88.89%),,←,
7,"Cunningham, Harry",22y 258d,69 (50-0-19 72.46%),36 (0.52),←,
23,"Franklin, Lance",29y 203d,242 (155-1-86 64.26%),773 (3.19),60 (46-0-14 76.67%),193 (3.22)
39,"Grundy, Heath",30y 79d,208 (132-2-74 63.94%),23 (0.11),←,
4,"Hannebery, Dan",25y 178d,165 (109-2-54 66.67%),81 (0.49),←,
5,"Heeney, Isaac",20y 107d,33 (24-0-9 72.73%),41 (1.24),←,
29,"Hewett, George",20y 235d,19 (16-0-3 84.21%),14 (0.74),←,
12,"Kennedy, Josh",28y 61d,178 (117-2-59 66.29%),109 (0.61),165 (112-2-51 68.48%),105 (0.64)
44,"Lloyd, Jake",22y 335d,64 (48-0-16 75.00%),17 (0.27),←,
21,"McGlynn, Ben",31y 14d,166 (101-2-63 61.45%),185 (1.11),122 (78-2-42 64.75%),157 (1.29)
3,"McVeigh, Jarrad",31y 135d,283 (175-4-104 62.54%),192 (0.68),←,
14,"Mills, Callum",19y 140d,20 (15-0-5 75.00%),1 (0.05),←,
6,"Mitchell, Tom",23y 81d,60 (39-0-21 65.00%),34 (0.57),←,
35,"Naismith, Sam",24y 35d,8 (6-0-2 75.00%),2 (0.25),←,
41,"Papley, Tom",20y 38d,15 (12-0-3 80.00%),20 (1.33),←,
26,"Parker, Luke",23y 300d,122 (84-1-37 69.26%),98 (0.80),←,
24,"Rampe, Dane",26y 79d,93 (65-1-27 70.43%),6 (0.06),←,
42,"Richards, Xavier",23y 117d,7 (6-0-1 85.71%),9 (1.29),←,
16,"Rohan, Gary",25y 74d,74 (48-1-25 65.54%),59 (0.80),←,
40,"Smith, Nick",28y 69d,162 (104-2-56 64.81%),9 (0.06),←,
8,"Tippett, Kurt",29y 104d,165 (97-0-68 58.79%),316 (1.92),61 (44-0-17 72.13%),128 (2.10)
22,"Towers, Dean",26y 108d,30 (21-0-9 70.00%),18 (0.60),←,
Totals,Totals,25y 58d,2192 (1432-18-742 65.33%),2043 (0.93),,
C,"Longmire, John",45y 233d,144 (99-2-43 69.44%),,←,
